Sutra krama सू. क्र. सं	Akaaraadi krama अकारादि क्र. सं	Kaumudi krama कौमुदी क्र. सं	Sutra type सूत्रलक्षणम्‌	Term संज्ञा	Special case अतिदेशः	Influence अधिकारः	Commentary व्याख्यानम्‌	Sutra text सूत्रम्‌	PadacCheda पद्च्छेदः
72019	2008	3059	अधिकारः			72019-72098	Sktdocs-7.2.19; AVG-7.2.19	धृषिशसी वैयात्ये ।	धृषिशसी १/२ वैयात्ये ७/१
72020	1901	3060					Sktdocs-7.2.20; AVG-7.2.20	दृढः स्थूलबलयोः ।	दृढः १/१ स्थूलबलयोः ७/२
72021	2492	3061					Sktdocs-7.2.21; AVG-7.2.21	प्रभौ परिवृढः ।	प्रभौ ७/१ परिवृढः १/१
72022	1134	3062					Sktdocs-7.2.22; AVG-7.2.22	कृच्छ्रगहनयोः कषः ।	कृच्छ्रगहनयोः ७/२ कषः ६/१
72023	1363	3063					Sktdocs-7.2.23; AVG-7.2.23	घुषिरविशब्दने ।	घुषिः १/१ अविशब्दने ७/१
72024	353	3064					Sktdocs-7.2.24; AVG-7.2.24	अर्देः संनिविभ्यः ।	अर्देः ६/१ सन्निविभ्यः ५/३
72025	317	3065					Sktdocs-7.2.25; AVG-7.2.25	अभेश्चाविदूर्ये ।	अभेः ५/१ च ०/० आविदूर्ये ७/१
72026	1584	3066					Sktdocs-7.2.26; AVG-7.2.26	णेरध्ययने वृत्तम् ।	णेः ६/१ अध्ययने ७/१ वृत्तम् १/१
72027	3108	3068					Sktdocs-7.2.27; AVG-7.2.27	वा दान्तशान्तपूर्णदस्तस्पष्टच्छन्नज्ञप्ताः ।	वा ०/० दान्तशान्तपूर्णदस्तस्पष्टच्छन्नज्ञप्ताः १/३
72028	2948	3069					Sktdocs-7.2.28; AVG-7.2.28	रुष्यमत्वरसंघुषास्वनाम् ।	रुष्यमत्वरसंघुषास्वनाम् ६/३
72029	3951	3070					Sktdocs-7.2.29; AVG-7.2.29	हृषेर्लोमसु ।	हृषेः ६/१ लोमसु ७/३
72030	271	3071					Sktdocs-7.2.30; AVG-7.2.30	अपचितश्च ।	अपचितः १/१ च ०/०
72031	3979	3579					Sktdocs-7.2.31; AVG-7.2.31	ह्रु ह्वरेश्छन्दसि ।	ह्रु (लुप्तप्रथमान्तनिर्देशः) ह्वरेः ६/१ छन्दसि ७/१
72032	281	3580					Sktdocs-7.2.32; AVG-7.2.32	अपरिह्वृताश्च ।	अपरिह्वृताः १/३ च ०/०
72033	3798	3581					Sktdocs-7.2.33; AVG-7.2.33	सोमे ह्वरितः ।	सोमे ७/१ ह्वरितः १/१
72034	1337	3582					Sktdocs-7.2.34; AVG-7.2.34	ग्रसितस्कभितस्तभितोत्तभितचत्तविकस्तविशस्तॄशंस्तृशास्तृतरुतृतरूतृवरुतृवरूतृवरुत्रीरुज्ज्वलितिक्षरितिक्षमितिवमित्यमितीति च ।	ग्रसितस्कभितस्तभितोत्तभितचत्तविकस्ताः १/३ विशस्तॄ (लुप्तप्रथमान्तनिर्देशः) शंस्तृ (लुप्तप्रथमान्तनिर्देशः) शास्तृ (लुप्तप्रथमान्तनिर्देशः) तरुतृ (लुप्तप्रथमान्तनिर्देशः) तरूतृ (लुप्तप्रथमान्तनिर्देशः) वरुतृ (लुप्तप्रथमान्तनिर्देशः) वरूतृ(लुप्तप्रथमान्तनिर्देशः) वरुत्रीः रुज्ज्वलितिक्षरिति क्षमितिवमित्यमिति इति ०/० च ०/०
72035	567	3584					Sktdocs-7.2.35; AVG-7.2.35	आर्धधातुकस्येड् वलादेः ।	आर्धधातुकस्य ६/१ इट् १/१ वलादेः ६/१
72036	3842	2323					Sktdocs-7.2.36; AVG-7.2.36	स्नुक्रमोरनात्मनेपदनिमित्ते ।	स्नुक्रमोः ६/२ अनात्मनेपदनिमित्ते १/२
72037	1340	2562					Sktdocs-7.2.37; AVG-7.2.37	ग्रहोऽलिटि दीर्घः ।	ग्रहः ५/१ अलिटि ७/१ दीर्घः १/१
72038	3297	2391					Sktdocs-7.2.38; AVG-7.2.38	वॄतो वा ।	वॄतः ५/१ वा ०/०
72039	2061	2529					Sktdocs-7.2.39; AVG-7.2.39	न लिङि ।	न ०/० लिङि ७/१
72040	3730	2392					Sktdocs-7.2.40; AVG-7.2.40	सिचि च परस्मैपदेषु ।	सिचि ७/१ च ०/० परस्मैपदेषु ७/३
72041	619	2625					Sktdocs-7.2.41; AVG-7.2.41	इट् सनि वा ।	इट् १/१ सनि ७/१ वा ०/०
72042	2989	2528					Sktdocs-7.2.42; AVG-7.2.42	लिङ्सिचोरात्मनेपदेषु ।	लिङ्‍सिचोः ७/२ आत्मनेपदेषु ७/३
72043	853	2526					Sktdocs-7.2.43; AVG-7.2.43	ऋतश्च संयोगादेः ।	ऋतः ५/१ च ०/० संयोगादेः ५/१
72044	3874	2279					Sktdocs-7.2.44; AVG-7.2.44	स्वरतिसूतिसूयतिधूञूदितो वा ।	स्वरतिसूतिसूयतिधूञूदितः ५/१ वा ०/०
72045	2908	2515					Sktdocs-7.2.45; AVG-7.2.45	रधादिभ्यश्च ।	रधादिभ्यः ५/३ च ०/०
72046	2195	2560					Sktdocs-7.2.46; AVG-7.2.46	निरः कुषः ।	निरः ५/१ कुषः ५/१
72047	628	3045					Sktdocs-7.2.47; AVG-7.2.47	इण्निष्ठायाम् ।	इट् १/१ निष्ठायाम् ७/१
72048	1744	2340					Sktdocs-7.2.48; AVG-7.2.48	तीषसहलुभरुषरिषः ।	ति ७/१ इषसहलुभरुषरिषः ५/१
72049	3595	2618					Sktdocs-7.2.49; AVG-7.2.49	सनीवन्तर्धभ्रस्जदम्भुश्रिस्वृयूर्णुभरज्ञपिसनाम् ।	सनि ७/१ इवन्तर्धभ्रस्जदम्भुश्रिस्वृयूर्णुभरज्ञपिसनाम् ६/३
72050	1218	3049					Sktdocs-7.2.50; AVG-7.2.50	क्लिशः क्त्वानिष्ठयोः ।	क्लिशः ५/१ क्त्वानिष्ठयोः ६/२
72051	2407	3050					Sktdocs-7.2.51; AVG-7.2.51	पूङश्च ।	पूङः ५/१ च ०/०
72052	3087	3046					Sktdocs-7.2.52; AVG-7.2.52	वसतिक्षुधोरिट् ।	वसतिक्षुधोः ६/२ इट् १/१
72053	73	3047					Sktdocs-7.2.53; AVG-7.2.53	अञ्चेः पूजायाम् ।	अञ्चेः ५/१ पूजायाम् ७/१
72054	3017	3048					Sktdocs-7.2.54; AVG-7.2.54	लुभो विमोचने ।	लुभः ५/१ विमोहने ७/१
72055	1527	3327					Sktdocs-7.2.55; AVG-7.2.55	जॄव्रश्च्योः क्त्वि ।	जॄव्रश्च्योः ६/२ क्त्वि ७/१
72056	740	3328					Sktdocs-7.2.56; AVG-7.2.56	उदितो वा ।	उदितः ५/१ वा ०/०
72057	3783	2506					Sktdocs-7.2.57; AVG-7.2.57	सेऽसिचि कृतचृतच्छृदतृदनृतः ।	से ७/१ असिचि ७/१ कृतचृतच्छृदतृदनृतः ५/१
72058	1275	2401					Sktdocs-7.2.58; AVG-7.2.58	गमेरिट् परस्मैपदेषु ।	गमेः ५/१ इट् १/१ परस्मैपदेषु ७/३
72059	2068	2348					Sktdocs-7.2.59; AVG-7.2.59	न वृद्भ्यश्चतुर्भ्यः ।	न ०/० वृद्‍भ्यः ५/३ चतुर्भ्यः ५/३
72060	1717	2352					Sktdocs-7.2.60; AVG-7.2.60	तासि च कॢपः ।	तासि (लुप्तषष्ठ्यन्तनिर्देशः) च ०/० कॢपः ५/१
72061	47	2294					Sktdocs-7.2.61; AVG-7.2.61	अचस्तास्वत्‌ थल्यनिटो नित्यम् ।	अचः ५/१ तास्वत् ०/० थलि ७/१ अनिटः ५/१ नित्यम् १/१
72062	760	2295					Sktdocs-7.2.62; AVG-7.2.62	उपदेशेऽत्वतः ।	उपदेशे ७/१ अत्वतः ५/१
72063	859	2296					Sktdocs-7.2.63; AVG-7.2.63	ऋतो भारद्वाजस्य ।	ऋतः ५/१ भारद्वाजस्य ६/१
72064	2580	2527					Sktdocs-7.2.64; AVG-7.2.64	बभूथाततन्थजगृम्भववर्थेति निगमे ।	बभूथ (लुप्तप्रथमान्तनिर्देशः) आततन्थ (लुप्तप्रथमान्तनिर्देशः) जगृम्भ (लुप्तप्रथमान्तनिर्देशः) ववर्थ (लुप्तप्रथमान्तनिर्देशः) इति ०/० निगमे ७/१
72065	3235	2404					Sktdocs-7.2.65; AVG-7.2.65	विभाषा सृजिदृषोः ।	विभाषा १/१ सृजिदृषोः ६/२
72066	620	2384					Sktdocs-7.2.66; AVG-7.2.66	इडत्त्यर्तिव्ययतीनाम् ।	इट् १/१ अत्त्यर्तिव्ययतीनाम् ६/३
72067	3096	3096					Sktdocs-7.2.67; AVG-7.2.67	वस्वेकाजाद्घसाम् ।	वसु (लुप्तसप्तम्यन्तनिर्देशः) एकाजाद्घसाम् ६/३
72068	3191	3099					Sktdocs-7.2.68; AVG-7.2.68	विभाषा गमहनविदविशाम् ।	विभाषा १/१ गमहनविदविशाम् ६/३
72069	3594	3583					Sktdocs-7.2.69; AVG-7.2.69	सनिंससनिवांसम् ।	सनिंससनिवांसम् १/१
72070	870	2366					Sktdocs-7.2.70; AVG-7.2.70	ऋद्धनोः स्ये ।	ऋद्धनोः ६/२ स्ये ७/१
72071	77	2546					Sktdocs-7.2.71; AVG-7.2.71	अञ्जेः सिचि ।	अञ्जेः ५/१ सिचि ७/१
72072	3810	2385					Sktdocs-7.2.72; AVG-7.2.72	स्तुसुधूञ्भ्यः परस्मैपदेषु ।	स्तुसुधूञ्भ्यः ५/३ परस्मैपदेषु ७/३
72073	2838	2377					Sktdocs-7.2.73; AVG-7.2.73	यमरमनमातां सक् च ।	यमरमनमाताम् ६/३ सक् १/१ च ०/०
72074	3853	2626					Sktdocs-7.2.74; AVG-7.2.74	स्मिपूङ्रञ्ज्वशां सनि ।	स्मिपूङ्‍रञ्ज्वशाम् ६/३ सनि ७/१
72075	1096	2611					Sktdocs-7.2.75; AVG-7.2.75	किरश्च पञ्चभ्यः ।	किरः ५/१ च ०/० पञ्चभ्यः ५/३
72076	2946	2474					Sktdocs-7.2.76; AVG-7.2.76	रुदादिभ्यः सार्वधातुके ।	रुदादिभ्यः ५/३ सार्वधतुके ७/१
72077	688	2439					Sktdocs-7.2.77; AVG-7.2.77	ईशः से ।	ईशः ५/१ से (लुप्तषष्ठ्यन्तनिर्देशः)
72078	678	2440					Sktdocs-7.2.78; AVG-7.2.78	ईडजनोर्ध्वे च ।	ईडजनोः ६/२ ध्वे (लुप्तषष्ठ्यन्तनिर्देशः) च ०/०
72079	2978	2211					Sktdocs-7.2.79; AVG-7.2.79	लिङः सलोपोऽनन्त्यस्य ।	लिङः ६/१ सलोपः १/१ अनन्त्यस्य ६/१
72080	112	2212					Sktdocs-7.2.80; AVG-7.2.80	अतो येयः ।	अतः ५/१ या (लुप्तषष्ठ्यन्तनिर्देशः) इयः १/१
72081	501	2235					Sktdocs-7.2.81; AVG-7.2.81	आतो ङितः ।	आतः ६/१ ङितः ६/१
72082	540	3101					Sktdocs-7.2.82; AVG-7.2.82	आने मुक् ।	आने ७/१ मुक् १/१
72083	681	3104					Sktdocs-7.2.83; AVG-7.2.83	ईदासः ।	ईत् १/१ आसः ५/१
72084	424	371					Sktdocs-7.2.84; AVG-7.2.84	अष्टन आ विभक्तौ ।	अष्टनः ६/१ आः १/१ विभक्तौ ७/१
72085	2933	286					Sktdocs-7.2.85; AVG-7.2.85	रायो हलि ।	रायः ६/१ हलि ७/१
72086	2875	393					Sktdocs-7.2.86; AVG-7.2.86	युष्मदस्मदोरनादेशे ।	युष्मदस्मदोः ६/२ अनादेशे ७/१
72087	1957	390					Sktdocs-7.2.87; AVG-7.2.87	द्वितीयायां च ।	द्वितीयायाम् ७/१ च ०/०
72088	2487	387					Sktdocs-7.2.88; AVG-7.2.88	प्रथमायाश्च द्विवचने भाषायाम् ।	प्रथमायाः ६/१ च ०/० द्विवचने ७/१ भाषायाम् ७/१
72089	2893	392					Sktdocs-7.2.89; AVG-7.2.89	योऽचि ।	यः १/१ अचि ७/१
72090	3433	385					Sktdocs-7.2.90; AVG-7.2.90	शेषे लोपः ।	शेषे ७/१ लोपः १/१
72091	2747	383					Sktdocs-7.2.91; AVG-7.2.91	मपर्यन्तस्य ।	मपर्यन्तस्य ६/१
72092	2871	386					Sktdocs-7.2.92; AVG-7.2.92	युवावौ द्विवचने ।	युवावौ १/२ द्विवचने ७/१
72093	2884	388					Sktdocs-7.2.93; AVG-7.2.93	यूयवयौ जसि ।	यूयवयौ १/२ जसि ७/१
72094	1813	384					Sktdocs-7.2.94; AVG-7.2.94	त्वाहौ सौ ।	त्वाहौ १/२ सौ ७/१
72095	1752	394					Sktdocs-7.2.95; AVG-7.2.95	तुभ्यमह्यौ ङयि ।	तुभ्यमह्यौ १/२ ङयि ७/१
72096	1676	398					Sktdocs-7.2.96; AVG-7.2.96	तवममौ ङसि ।	तवममौ १/२ ङसि ७/१
72097	1811	389					Sktdocs-7.2.97; AVG-7.2.97	त्वमावेकवचने ।	त्वमौ १/२ एकवचने १/२
72098	2460	1373					Sktdocs-7.2.98; AVG-7.2.98	प्रतयोत्तरपदयोश्च ।	प्रतयोत्तरपदयोः ७/२ च ०/०
72099	1806	298					Sktdocs-7.2.99; AVG-7.2.99	त्रिचतुरोः स्त्रियां तिसृचतसृ ।	त्रिचतुरोः ६/२ स्त्रियाम् ७/१ तिसृचतसृ (लुप्तप्रथमान्तनिर्देशः)
72100	48	299					Sktdocs-7.2.100; AVG-7.2.100	अचि र ऋतः ।	अचि ७/१ रः १/१ ऋतः ६/१
72101	1491	227					Sktdocs-7.2.101; AVG-7.2.101	जराया जरसन्यतरस्याम् ।	जराया ६/१ जरस् १/१ अन्यतरस्याम् ७/१
72102	1798	265					Sktdocs-7.2.102; AVG-7.2.102	त्यदादीनामः ।	त्यदादीनाम् ६/३ अः १/१
72103	1087	342					Sktdocs-7.2.103; AVG-7.2.103	किमः कः ।	किमः ६/१ कः १/१
72104	1098	1954					Sktdocs-7.2.104; AVG-7.2.104	कु तिहोः ।	कु १/१ तिहोः ७/२
72105	1221	1960					Sktdocs-7.2.105; AVG-7.2.105	क्वाति ।	क्व (लुप्तप्रथमान्तनिर्देशः) अति ७/१
72106	1644	381					Sktdocs-7.2.106; AVG-7.2.106	तदोः सः सावनन्त्ययोः ।	तदोः ६/२ सः १/१ सौ ७/१ अनन्त्ययोः ६/२
72107	128	437					Sktdocs-7.2.107; AVG-7.2.107	अदस औ सुलोपश्च ।	अदसः ६/१ औ (लुप्तप्रथमान्तनिर्देशः) सुलोपः १/१ च ०/०
72108	642	343					Sktdocs-7.2.108; AVG-7.2.108	इदमो मः ।	इदमः ६/१ मः १/१
72109	1838	345					Sktdocs-7.2.109; AVG-7.2.109	दश्च ।	दः ६/१ च ०/०
72110	2805	441					Sktdocs-7.2.110; AVG-7.2.110	यः सौ ।	यः १/१ सौ ७/१
72111	649	344					Sktdocs-7.2.111; AVG-7.2.111	इदोऽय् पुंसि ।	इदः ६/१ अय् १/१ पुंसि ७/१
72112	181	346					Sktdocs-7.2.112; AVG-7.2.112	अनाप्यकः ।	अन (लुप्तप्रथमान्तनिर्देशः) आपि ७/१ अकः ६/१
72113	3923	347					Sktdocs-7.2.113; AVG-7.2.113	हलि लोपः ।	हलि ७/१ लोपः १/१
72114	2794	3473					Sktdocs-7.2.114; AVG-7.2.114	मृजेर्वृद्धिः ।	मृजेः ६/१ वृद्धिः १/१
72115	54	254					Sktdocs-7.2.115; AVG-7.2.115	अचो ञ्णिति ।	अचः ६/१ ञ्णिति ७/१
72116	99	2282					Sktdocs-7.2.116; AVG-7.2.116	अत उपधायाः ।	अतः ६/१ उपधायाः ६/१
72117	1652	1075					Sktdocs-7.2.117; AVG-7.2.117	तद्धितेष्वचामादेः ।	तद्धितेषु ७/३ अचाम् ६/३ आदेः ६/१
72118	1085	1076					Sktdocs-7.2.118; AVG-7.2.118	किति च ।	किति ७/१ च ०/०
73001	1917	1439					Sktdocs-7.3.1; AVG-7.3.1	देविकाशिंशपादित्यवाड्दीर्घसत्रश्रेयसामात्‌ ।	देविकाशिंशपादित्यवाड्‍दीर्घसत्रश्रेयसाम् ६/३ आत् ५/१
73002	1162	1144					Sktdocs-7.3.2; AVG-7.3.2	केकयमित्त्रयुप्रलयानां यादेरियः ।	केकयमित्त्रयुप्रलयानाम् ६/३ यादेः ६/१ इयः १/१
73003	2058	1098					Sktdocs-7.3.3; AVG-7.3.3	न य्वाभ्यां पदान्ताभ्याम् पूर्वौ तु ताभ्यामैच् ।	न ०/० य्वाभ्याम् ५/२ पदान्ताभ्याम् ५/२ पूर्वौ १/२ तु ०/० ताभ्याम् ५/२ ऐच् १/१
73004	1942	1383					Sktdocs-7.3.4; AVG-7.3.4	द्वारादीनां च ।	द्वारादीनाम् ६/३ च ०/०
73005	2250	1543					Sktdocs-7.3.5; AVG-7.3.5	न्यग्रोधस्य च केवलस्य ।	न्यग्रोधस्य ६/१ च ०/० केवलस्य ६/१
73006	2013	3217					Sktdocs-7.3.6; AVG-7.3.6	न कर्मव्यतिहारे ।	न ०/० कर्मव्यतिहारे ७/१
73007	3882	1549					Sktdocs-7.3.7; AVG-7.3.7	स्वागतादीनां च ।	स्वागतादीनाम् ६/३ च ०/०
73008	3468	1560					Sktdocs-7.3.8; AVG-7.3.8	श्वादेरिञि ।	श्वादेः ६/१ इञि ७/१
73009	2288	1561					Sktdocs-7.3.9; AVG-7.3.9	पदान्तस्यान्यतरस्याम् ।	पदान्तस्य ६/१ अन्यतरस्याम् ७/१
73010	716	1369	अधिकारः			73010-73032	Sktdocs-7.3.10; AVG-7.3.10	उत्तरपदस्य ।	उत्तरपदस्य ६/१
73011	381	1379					Sktdocs-7.3.11; AVG-7.3.11	अवयवादृतोः ।	अवयवात् ५/१ ऋतोः ६/१
73012	3772	1398					Sktdocs-7.3.12; AVG-7.3.12	सुसर्वार्धाज्जनपदस्य ।	सुसर्वार्धात् ५/१ जनपदस्य ६/१
73013	1873	1399					Sktdocs-7.3.13; AVG-7.3.13	दिशोऽमद्राणाम् ।	दिशः ५/१ अमद्राणाम् ६/३
73014	2531	1400					Sktdocs-7.3.14; AVG-7.3.14	प्राचां ग्रामनगराणाम् ।	प्राचाम् ६/३ ग्रामनगराणाम् ६/३
73015	3517	1752					Sktdocs-7.3.15; AVG-7.3.15	संख्यायाः संवत्सरसंख्यस्य च ।	संख्यायाः ५/१ संवत्सरसंख्यस्य ६/१ च ०/०
73016	3080	1754					Sktdocs-7.3.16; AVG-7.3.16	वर्षस्याभविष्यति ।	वर्षस्य ६/१ अभविष्यति ७/१
73017	2316	1683					Sktdocs-7.3.17; AVG-7.3.17	परिमाणान्तस्यासंज्ञाशाणयोः ।	परिमाणान्तस्य ६/१ असंज्ञाशाणयोः ७/२
73018	1528	1409					Sktdocs-7.3.18; AVG-7.3.18	जे प्रोष्ठपदानाम् ।	जे ७/१ प्रोष्ठपदानाम् ६/३
73019	3950	1133					Sktdocs-7.3.19; AVG-7.3.19	हृद्भगसिन्ध्वन्ते पूर्वपदस्य च ।	हृद्भगसिन्ध्वन्ते ७/१ पूर्वपदस्य ६/१ च ०/०
73020	222	1438					Sktdocs-7.3.20; AVG-7.3.20	अनुशतिकादीनां च ।	अनुशतिकादीनाम् ६/३ च ०/०
73021	1910	1239					Sktdocs-7.3.21; AVG-7.3.21	देवताद्वंद्वे च ।	देवताद्वन्द्वे ७/१ च ०/०
73022	2230	1240					Sktdocs-7.3.22; AVG-7.3.22	नेन्द्रस्य परस्य ।	न ०/० इन्द्रस्य ६/१ परस्य ६/१
73023	1882	1241					Sktdocs-7.3.23; AVG-7.3.23	दीर्घाच्च वरुणस्य ।	दीर्घात् ५/१ च ०/० वरुणस्य ६/१
73024	2532	1431					Sktdocs-7.3.24; AVG-7.3.24	प्राचां नगरान्ते ।	प्राचाम् ६/३ नगरान्ते ७/१
73025	1477	1432					Sktdocs-7.3.25; AVG-7.3.25	जङ्गलधेनुवलजान्तस्य विभाषितमुत्तरम्‌ ।	जङ्गलधेनुवलजान्तस्य ६/१ विभाषितम् ६/१ उत्तरम् १/१
73026	357	1684					Sktdocs-7.3.26; AVG-7.3.26	अर्धात्‌ परिमाणस्य पूर्वस्य तु वा ।	अर्धात् ५/१ परिमाणस्य ६/१ पूर्वस्य ६/१ तु ०/० वा ०/०
73027	2145	1685					Sktdocs-7.3.27; AVG-7.3.27	नातः परस्य ।	न ०/० अतः ६/१ परस्य ६/१
73028	2501	1129					Sktdocs-7.3.28; AVG-7.3.28	प्रवाहणस्य ढे ।	प्रवाहणस्य ६/१ ढे ७/१
73029	1609	1130					Sktdocs-7.3.29; AVG-7.3.29	तत्प्रत्ययस्य च ।	तत्प्रत्ययस्य ६/१ च ०/०
73030	2091	140					Sktdocs-7.3.30; AVG-7.3.30	नञः शुचीश्वरक्षेत्रज्ञकुशलनिपुणानाम् ।	नञः ५/१ शुचीश्वरक्षेत्रज्ञकुशलनिपुणानाम् ६/३
73031	2828	1789					Sktdocs-7.3.31; AVG-7.3.31	यथातथयथापुरयोः पर्यायेण ।	यथातथयथापुरयोः ६/२ पर्यायेण ३/१
73032	3900	2574					Sktdocs-7.3.32; AVG-7.3.32	हनस्तोऽचिण्णलोः ।	हनः ६/१ तः १/१ अचिण्णलोः ७/२
73033	504	2761					Sktdocs-7.3.33; AVG-7.3.33	आतो युक् चिण्कृतोः ।	आतः ६/१ युक् १/१ चिण्कृतोः ७/२
73034	2241	2763					Sktdocs-7.3.34; AVG-7.3.34	नोदात्तोपदेशस्य मान्तस्यानाचमेः ।	न ०/० उदात्तोपदेशस्य ६/१ मान्तस्य ६/१ अनाचमेः ६/१
73035	1486	2512					Sktdocs-7.3.35; AVG-7.3.35	जनिवध्योश्च ।	जनिवध्योः ६/२ च ०/०
73036	349	2570					Sktdocs-7.3.36; AVG-7.3.36	अर्त्तिह्रीब्लीरीक्नूयीक्ष्माय्यातां पुङ्णौ ।	अर्त्तिह्रीव्लीरीक्नूयीक्ष्माय्याताम् ६/३ पुक् १/१ णौ ७/१
73037	3383	2585					Sktdocs-7.3.37; AVG-7.3.37	शाच्छासाह्वाव्यावेपां युक् ।	शाच्छासाह्वाव्यावेपाम् ६/३ युक् १/१
73038	3314	2590					Sktdocs-7.3.38; AVG-7.3.38	वो विधूनने जुक् ।	वः ६/१ विधूनने ७/१ जुक् १/१
73039	3002	2591					Sktdocs-7.3.39; AVG-7.3.39	लीलोर्नुग्लुकावन्यतरस्यां स्नेहविपातने ।	लीलोः ६/२ नुग्लुकौ १/२ अन्यतरस्याम् ७/१ स्नेहविपातने ७/१
73040	2673	2595					Sktdocs-7.3.40; AVG-7.3.40	भियो हेतुभये षुक् ।	भियः ६/१ हेतुभये ७/१ षुक् १/१
73041	3849	2597					Sktdocs-7.3.41; AVG-7.3.41	स्फायो वः ।	स्फायः ६/१ वः १/१
73042	3357	2598					Sktdocs-7.3.42; AVG-7.3.42	शदेरगतौ तः ।	शदेः ६/१ अगतौ ७/१ तः १/१
73043	2949	2599					Sktdocs-7.3.43; AVG-7.3.43	रुहः पोऽन्यतरस्याम् ।	रुहः ६/१ पः १/१ अन्यतरस्याम् ७/१
73044	2479	463					Sktdocs-7.3.44; AVG-7.3.44	प्रत्ययस्थात्‌ कात्‌ पूर्वस्यात इदाप्यसुपः ।	प्रत्ययस्थात् ५/१ कात् ५/१ पूर्वस्य ६/१ अतः ६/१ इत् १/१ आपि ७/१ असुपः ५/१
73045	2057	464					Sktdocs-7.3.45; AVG-7.3.45	न यासयोः ।	न ०/० यासयोः ६/२
73046	743	465					Sktdocs-7.3.46; AVG-7.3.46	उदीचामातः स्थाने यकपूर्वायाः ।	उदीचाम् ६/३ आतः ६/१ स्थाने ७/१ यकपूर्वायाः ६/१
73047	2656	466					Sktdocs-7.3.47; AVG-7.3.47	भस्त्रैषाऽजाज्ञाद्वास्वानञ्पूर्वाणामपि ।	भस्त्रैषाऽजाज्ञाद्वास्वाः १/३ ((षष्ठ्यर्थे प्रथमा) नञ्पूर्वाणाम् ६/३ अपि ०/०
73048	304	467					Sktdocs-7.3.48; AVG-7.3.48	अभाषितपुंस्काच्च ।	अभाषितपुंस्का ५/१ च ०/०
73049	518	468					Sktdocs-7.3.49; AVG-7.3.49	आदाचार्याणाम् ।	आत् १/१ आचार्याणाम् ६/३
73050	1566	1170					Sktdocs-7.3.50; AVG-7.3.50	ठस्येकः ।	ठस्य ६/१ इकः १/१
73051	669	1221					Sktdocs-7.3.51; AVG-7.3.51	इसुसुक्तान्तात्‌ कः ।	इसुसुक्तान्तात् ५/१ कः १/१
73052	1384	2863					Sktdocs-7.3.52; AVG-7.3.52	चजोः कु घिन्ण्यतोः ।	चजोः ६/२ कु १/१ घिन्ण्यतोः ७/२
73053	2251	2864					Sktdocs-7.3.53; AVG-7.3.53	न्यङ्क्वादीनां च ।	न्यङ्‍क्वादीनाम् ६/३ च ०/०
73054	3964	358					Sktdocs-7.3.54; AVG-7.3.54	हो हन्तेर्ञ्णिन्नेषु ।	हः ६/१ हन्तेः ६/१ ञ्णिन्नेषु ७/३
73055	322	2430					Sktdocs-7.3.55; AVG-7.3.55	अभ्यासाच्च ।	अभ्यासात् ५/१ च ०/०
73056	3960	2531					Sktdocs-7.3.56; AVG-7.3.56	हेरचङि ।	हेः ६/१ अचङि ७/१
73057	3600	2331					Sktdocs-7.3.57; AVG-7.3.57	सन्लिटोर्जेः ।	सन्लिटोः ७/२ जेः ६/१
73058	3198	2525					Sktdocs-7.3.58; AVG-7.3.58	विभाषा चेः ।	विभाषा १/१ चेः ६/१
73059	2019	2875					Sktdocs-7.3.59; AVG-7.3.59	न क्वादेः ।	न ०/० क्वादेः ६/१
73060	69	2876					Sktdocs-7.3.60; AVG-7.3.60	अजिवृज्योश्च ।	अजिवृज्योः ६/२ च ०/०
73061	2681	2877					Sktdocs-7.3.61; AVG-7.3.61	भुजन्युब्जौ पाण्युपतापयोः ।	भुजन्युब्जौ १/२ पाण्युपतापयोः ७/२
73062	2497	2878					Sktdocs-7.3.62; AVG-7.3.62	प्रयाजानुयाजौ यज्ञाङ्गे ।	प्रयाजानुयाजौ १/२ यज्ञाङ्गे ७/१
73063	3045	2879					Sktdocs-7.3.63; AVG-7.3.63	वञ्चेर्गतौ ।	वञ्चेः ६/१ गतौ ७/१
73064	930	2880					Sktdocs-7.3.64; AVG-7.3.64	ओक उचः के ।	ओकः १/१ उचः ६/१ के ७/१
73065	1593	2881					Sktdocs-7.3.65; AVG-7.3.65	ण्य आवश्यके ।	ण्ये ७/१ आवश्यके ७/१
73066	2815	2882					Sktdocs-7.3.66; AVG-7.3.66	यजयाचरुचप्रवचर्चश्च ।	यजयाचरुचप्रवचर्चः ६/१ च ०/०
73067	3043	2883					Sktdocs-7.3.67; AVG-7.3.67	वचोऽशब्दसंज्ञायाम् ।	वचः ६/१ अशब्दसंज्ञायाम् ७/१
73068	2500	2884					Sktdocs-7.3.68; AVG-7.3.68	प्रयोज्यनियोज्यौ शक्यार्थे ।	प्रयोज्यनियोज्यौ १/२ शक्यार्थे ७/१
73069	2700	2885					Sktdocs-7.3.69; AVG-7.3.69	भोज्यं भक्ष्ये ।	भोज्यम् १/१ भक्ष्ये ७/१
73070	1365	3584					Sktdocs-7.3.70; AVG-7.3.70	घोर्लोपो लेटि वा ।	घोः ६/१ लोपः १/१ लेटि ७/१ वा ०/०
73071	934	2510					Sktdocs-7.3.71; AVG-7.3.71	ओतः श्यनि ।	ओतः ६/१ श्यनि ७/१
73072	1243	2337					Sktdocs-7.3.72; AVG-7.3.72	क्सस्याचि ।	क्सस्य ६/१ अचि ७/१
