"Sutra krama","Akaaraadi krama","Kaumudi krama","Sutra","PadacCheda",
"44136","2718","3482","मतौ च","मतौ+च",
"44138","2753","3484","मये च","मये+च",
"44139","2727","3485","मधोः","मधोः",
"44140","3091","3486","वसोः समूहे च","वसोः+समूहे+च",
"44143","3400","3489","शिवशमरिष्टस्य करे","शिवशमरिष्टस्य+करे",
"44144","2664","3490","भावे च","भावे+च",
"51004","3238","1664","विभाषा हविरपूपादिभ्यः","विभाषा+हविरपूपादिभ्यः",
"51005","1691","1665","तस्मै हितम्","तस्मै+हितम्",
"51013","1440","1675","छदिरुपधिबलेः ढञ्","छदिरुपधिबलेः+ढञ्",
"51020","430","1682","असमासे निष्कादिभ्यः","असमासे+निष्कादिभ्यः",
"51022","3511","1687","संख्याया अतिशदन्तायाः कन्","संख्याया+अतिशदन्तायाः+कन्",
"51029","3186","1694","विभाषा कार्षापणसहस्राभ्याम्","विभाषा+कार्षापणसहस्राभ्याम्",
"51037","1781","1702","तेन क्रीतम्","तेन+क्रीतम्",
"51045","1702","1711","तस्य वापः","तस्य+वापः",
"51046","2351","1712","पात्रात् ष्ठन्","पात्रात्+ष्ठन्",
"51059","2255","1725","पङ्क्तिविंशतित्रिंशत्चत्वारिंशत्पञ्चाशत्षष्टिसप्तत्यशीतिनवतिशतम्","पङ्‍क्तिविंशतित्रिंशच्चत्वारिंशत्पञ्चाशत्षष्टिसप्तत्यशीतिनवतिशतम्",
"51060","2258","1726","पञ्चद्दशतौ वर्गे वा","पञ्चद्दशतौ+वर्गे+वा",
"51066","1827","1731","दण्डादिभ्यः","दण्डादिभ्यः",
"51067","1443","3492","छन्दसि च","छन्दसि+च",
"51070","3836","1734","स्थालीबिलात्‌","स्थालीबिलात्",
"51075","2276","1739","पथः ष्कन्","पथः+ष्कन्",
"51078","1066","1742","कालात्‌","कालात्",
"51079","1785","1743","तेन निर्वृत्तम्","तेन+निर्वृत्तम्",
"51085","3638","1749","समायाः खः","समायाः+खः",
"51089","1418","1755","चित्तवति नित्यम्","चित्तवति+नित्यम्",
"51090","3480","1756","षष्टिकाः षष्टिरात्रेण पच्यन्ते","षष्टिकाः+षष्टिरात्रेण+पच्यन्ते",
"51093","1786","1757","तेन परिजय्यलभ्यकार्यसुकरम्","तेन+परिजय्यलभ्यकार्यसुकरम्",
"51095","1692","1759","तस्य च दक्षिणा यज्ञाख्येभ्यः","तस्य+च+दक्षिणा+यज्ञाख्येभ्यः",
"51099","3659","1763","सम्पादिनि","सम्पादिनि",
"51101","1690","1765","तस्मै प्रभवति संतापादिभ्यः","तस्मै+प्रभवति+संतापादिभ्यः",
"51106","1442","3495","छन्दसि घस्","छन्दसि+घस्",
"51108","2452","1771","प्रकृष्टे ठञ्","प्रकृष्टे+ठञ्",
"51109","2499","1772","प्रयोजनम्","प्रयोजनम्",
"51113","925","1776","ऐकागारिकट् चौरे","ऐकागारिकट्+चौरे",
"51123","3071","1787","वर्णदृढादिभ्यः ष्यञ् च","वर्णदृढादिभ्यः+ष्यञ्+च",
"51124","1294","1788","गुणवचनब्राह्मणादिभ्यः कर्मणि च","गुणवचनब्राह्मणादिभ्यः+कर्मणि+च",
"52004","3203","1805","विभाषा तिलमाषोमाभङ्गाऽणुभ्यः","विभाषा+तिलमाषोमाभङ्गाऽणुभ्यः",
"52005","3675","1806","सर्वचर्मणः कृतः खखञौ","सर्वचर्मणः+कृतः+खखञौ",
"52014","470","1815","आगवीनः","आगवीनः",
"52020","3389","1821","शालीनकौपीने अधृष्टाकार्ययोः","शालीनकौपीने+अधृष्टाकार्ययोः",
"52021","3339","1822","व्रातेन जीवति","व्रातेन+जीवति",
"52024","1698","1825","तस्य पाकमूले पील्वदिकर्णादिभ्यः कुणब्जाहचौ","तस्य+पाकमूले+पील्वदिकर्णादिभ्यः+कुणब्जाहचौ",
"52025","2253","1826","पक्षात्तिः","पक्षात्+तिः",
"52028","3300","1829","वेः शालच्छङ्कटचौ","वेः+शालच्छङ्कटचौ",
"52033","654","1834","इनच्पिटच्चिकचि च","इनच्पिटच्+चिकचि+च",
"52037","2495","1838","प्रमाणे द्वयसज्दघ्नञ्मात्रचः","प्रमाणे+द्वयसज्दघ्नञ्मात्रचः",
"52041","1089","1842","किमः संख्यापरिमाणे डति च","किमः+संख्यापरिमाणे+डति+च",
"52048","1699","1849","तस्य पूरणे डट्","तस्य+पूरणे+डट्",
"52055","1808","1855","त्रेः सम्प्रसारणम् च","त्रेः+सम्प्रसारणम्+च",
"52063","1612","1863","तत्र कुशलः पथः","तत्र+कुशलः+पथः",
"52064","462","1864","आकर्षादिभ्यः कन्","आकर्षादिभ्यः+कन्",
"52066","3887","1866","स्वाङ्गेभ्यः प्रसिते","स्वाङ्गेभ्यः+प्रसिते",
"52068","3697","1868","सस्येन परिजातः","सस्येन+परिजातः",
"52071","2632","1871","ब्राह्मणकोष्णिके संज्ञायाम्","ब्राह्मणकोष्णिके+संज्ञायाम्",
"52073","142","1873","अधिकम्","अधिकम्",
"52074","187","1874","अनुकाभिकाभीकः कमिता","अनुकाभिकाभीकः+कमिता",
"52089","1448","1889","छन्दसि परिपन्थिपरिपरिणौ पर्यवस्थातरि","छन्दसि+परिपन्थिपरिपरिणौ+पर्यवस्थातरि",
"52092","1239","1892","क्षेत्रियच् परक्षेत्रे चिकित्स्यः","क्षेत्रियच्+परक्षेत्रे+चिकित्स्यः",
"52100","3034","1907","लोमादिपामादिपिच्छादिभ्यः शनेलचः","लोमादिपामादिपिच्छादिभ्यः+शनेलचः",
"52103","93","1910","अण् च","अण्+च",
"52105","1919","1912","देशे लुबिलचौ च","देशे+लुबिलचौ+च",
"52114","1537","1921","ज्योत्स्नातमिस्राशृङ्गिणोजस्विन्नूर्जस्वलगोमिन्मलिनमलीमसाः","ज्योत्स्नातमिस्राशृङ्गिणोजस्विन्नूर्जस्वलगोमिन्मलिनमलीमसाः",
"52125","571","1931","आलजाटचौ बहुभाषिणि","आलजाटचौ+बहुभाषिणि",
"53004","914","1950","एतेतौ रथोः","एतेतौ+रथोः",
"53013","3125","1961","वा ह च च्छन्दसि","वा+ह+च+च्छन्दसि",
"53015","3691","1964","सर्वैकान्यकिंयत्तदः काले दा","सर्वैकान्यकिंयत्तदः+काले+दा",
"53017","155","1966","अधुना","अधुना",
"53023","2445","1971","प्रकारवचने थाल्","प्रकारवचने+थाल्",
"53029","3210","1979","विभाषा परावराभ्याम्","विभाषा+परावराभ्याम्",
"53031","774","1981","उपर्युपरिष्टात्‌","उपर्युपरिष्टात्",
"53032","2343","1982","पश्चात्‌","पश्चात्",
"53037","590","1986","आहि च दूरे","आहि+च+दूरे",
"53040","435","1976","अस्ताति च","अस्ताति+च",
"53043","145","1989","अधिकरणविचाले च","अधिकरणविचाले+च",
"53046","917","1992","एधाच्च","एधाच्+च",
"53051","2771","1997","मानपश्वङ्गयोः कन्लुकौ च","मानपश्वङ्गयोः+कन्लुकौ+च",
"53053","2690","1999","भूतपूर्वे चरट्","भूतपूर्वे+चरट्",
"53054","3492","2000","षष्ठ्या रूप्य च","षष्ठ्या+रूप्य+च",
"53055","106","2001","अतिशायने तमबिष्ठनौ","अतिशायने+तमबिष्ठनौ",
"53057","1969","2005","द्विवचनविभज्योपपदे तरबीयसुनौ","द्विवचनविभज्योपपदे+तरबीयसुनौ",
"53060","2505","2009","प्रशस्यस्य श्रः","प्रशस्यस्य+श्रः",
"53061","1532","2011","ज्य च","ज्य+च",
"53062","3281","2013","वृद्धस्य च","वृद्धस्य+च",
"53067","693","2022","ईषदसमाप्तौ कल्पब्देश्यदेशीयरः","ईषदसमाप्तौ+कल्पब्देश्यदेशीयरः",
"53072","1043","2027","कस्य च दः","कस्य+च+दः",
"53073","72","2028","अज्ञाते","अज्ञाते",
"53074","1105","2029","कुत्सिते","कुत्सिते",
"53076","185","2031","अनुकम्पायाम्","अनुकम्पायाम्",
"53079","1359","2034","घनिलचौ च","घनिलचौ+च",
"53081","1502","2037","जातिनाम्नः कन्","जातिनाम्नः+कन्",
"53085","373","2040","अल्पे","अल्पे",
"53086","3977","2041","ह्रस्वे","ह्रस्वे",
"53089","1102","2044","कुत्वा डुपच्","कुत्वा+डुपच्",
"53095","376","2050","अवक्षेपणे कन्","अवक्षेपणे+कन्",
"53096","663","2051","इवे प्रतिकृतौ","इवे+प्रतिकृतौ",
"53111","2474","3502","प्रत्नपूर्वविश्वेमात्थाल् छन्दसि","प्रत्नपूर्वविश्वेमात्+थाल्+छन्दसि",
"54003","3838","2075","स्थूलादिभ्यः प्रकारवचने कन्","स्थूलादिभ्यः+प्रकारवचने+कन्",
"54005","2078","2077","न सामिवचने","न+सामिवचने",
"54017","3515","2085","संख्यायाः क्रियाऽभ्यावृत्तिगणने कृत्वसुच्","संख्यायाः+क्रियाऽभ्यावृत्तिगणने+कृत्वसुच्",
"54018","1959","2086","द्वित्रिचतुर्भ्यः सुच्","द्वित्रिचतुर्भ्यः+सुच्",
"54021","1608","2089","तत्प्रकृतवचने मयट्","तत्+प्रकृतवचने+मयट्",
"54027","1916","2095","देवात्तल्","देवात्+तल्",
"54028","395","2096","अवेः कः","अवेः+कः",
"54029","2861","2097","यावादिभ्यः कन्","यावादिभ्यः+कन्",
"54032","2900","2100","रक्ते","रक्ते",
"54040","3696","2108","सस्नौ प्रशंसायाम्","सस्नौ+प्रशंसायाम्",
"54050","315","2117","अभूततद्भावे कृभ्वस्तियोगे सम्पद्यकर्तरि च्विः","अभूततद्भावे+कृभ्वस्तियोगे+सम्पद्यकर्तरि+च्विः",
"54052","3233","2122","विभाषा साति कार्त्स्न्ये","विभाषा+साति+कार्त्स्न्ये",
"54053","314","2124","अभिविधौ सम्पदा च","अभिविधौ+सम्पदा+च",
"54054","1626","2125","तदधीनवचने","तदधीनवचने",
"54055","1907","2126","देये त्रा च","देये+त्रा+च",
"54068","3642","676","समासान्ताः","समासान्ताः",
"54070","1088","955","किमः क्षेपे","किमः+क्षेपे",
"54077","45","945","अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरत्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः","अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरत्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः",
"54078","2631","946","ब्रह्महस्तिभ्याम् वर्च्चसः","ब्रह्महस्तिभ्याम्+वर्च्चसः",
"54084","1973","952","द्विस्तावा त्रिस्तावा वेदिः","द्विस्तावा+त्रिस्तावा+वेदिः",
"54096","107","798","अतेः शुनः","अतेः+शुनः",
"54101","1255","803","खार्याः प्राचाम्","खार्याः+प्राचाम्",
"54107","409","677","अव्ययीभावे शरत्प्रभृतिभ्यः","अव्ययीभावे+शरत्प्रभृतिभ्यः",
"54110","2103","681","नदीपौर्णमास्याग्रहायणीभ्यः","नदीपौर्णमास्याग्रहायणीभ्यः",
"54111","1540","682","झयः","झयः",
"54116","301","832","अप् पूरणीप्रमाण्योः","अप्+पूरणीप्रमाण्योः",
"54120","3766","860","सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः","सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः",
"54125","1489","864","जम्भा सुहरिततृणसोमेभ्यः","जम्भा+सुहरिततृणसोमेभ्यः",
"54126","1824","865","दक्षिणेर्मा लुब्धयोगे","दक्षिणेर्मा+लुब्धयोगे",
"54127","609","866","इच् कर्मव्यतिहारे","इच्+कर्मव्यतिहारे",
"54130","842","869","ऊर्ध्वाद्विभाषा","ऊर्ध्वाद्+विभाषा",
"54133","3123","871","वा संज्ञायाम्","वा+संज्ञायाम्",
"54136","371","875","अल्पाख्यायाम्","अल्पाख्यायाम्",
"54139","1114","878","कुम्भपदीषु च","कुम्भपदीषु+च",
"54140","3521","879","संख्यासुपूर्वस्य","सङ्‍ख्यासुपूर्वस्य",
"54141","3062","880","वयसि दन्तस्य दतृ","वयसि+दन्तस्य+दतृ",
"54142","1444","3507","छन्दसि च","छन्दसि+च",
"54144","3228","882","विभाषा श्यावारोकाभ्याम्","विभाषा+श्यावारोकाभ्याम्",
"54147","1805","885","त्रिककुत् पर्वते","त्रिककुत्+पर्वते",
"54150","3773","888","सुहृद्दुर्हृदौ मित्रामित्रयोः","सुहृद्दुर्हृदौ+मित्रामित्रयोः",
"54152","653","890","इनः स्त्रियाम्","इनः+स्त्रियाम्",
"54155","2075","893","न संज्ञायाम्","न+संज्ञायाम्",
"54157","3059","895","वन्दिते भ्रातुः","वन्दिते+भ्रातुः",
"54159","2143","896","नाडीतन्त्र्योः स्वाङ्गे","नाडीतन्त्र्योः+स्वाङ्गे",
"61003","2039","2446","न न्द्राः संयोगादयः","न+न्द्राः+संयोगादयः",
"61005","813","426","उभे अभ्यस्तम्","उभे+अभ्यस्तम्",
"61009","3598","2395","सन्यङोः","सन्यङोः",
"61010","3461","2490","श्लौ","श्लौ",
"61011","1382","2315","चङि","चङि",
"61012","1853","3629","दाश्वान् साह्वान् मीढ्वांश्च","दाश्वान्+साह्वान्+मीढ्-वान्+च",
"61014","2578","1004","बन्धुनि बहुव्रीहौ","बन्धुनि+बहुव्रीहौ",
"61020","2066","2646","न वशः","न+वशः",
"61021","1408","2647","चायः की","चायः+की",
"61022","3848","3044","स्फायः स्फी निष्ठायाम्","स्फायः+स्फी+निष्ठायाम्",
"61023","3815","3033","स्त्यः प्रपूर्वस्य","स्त्यः+प्रपूर्वस्य",
"61024","1929","3020","द्रवमूर्तिस्पर्शयोः श्यः","द्रवमूर्तिस्पर्शयोः+श्यः",
"61028","2443","3072","प्यायः पी","प्यायः+पी",
"61030","3229","2420","विभाषा श्वेः","विभाषा+श्वेः",
"61031","1591","2601","णौ च संश्चङोः","णौ+च+संश्चङोः",
"61032","3982","2586","ह्वः सम्प्रसारणम्","ह्वः+सम्प्रसारणम्",
"61033","319","2417","अभ्यस्तस्य च","अभ्यस्तस्य+च",
"61035","1409","3511","चायः की","चायः+की",
"61037","2077","363","न सम्प्रसारणे सम्प्रसारणम्","न+सम्प्रसारणे+सम्प्रसारणम्",
"61040","3303","2415","वेञः","वेञः",
"61041","3037","3339","ल्यपि च","ल्यपि+च",
"61044","3211","3342","विभाषा परेः","विभाषा+परेः",
"61051","3220","2509","विभाषा लीयतेः","विभाषा+लीयतेः",
"61055","2453","2603","प्रजने वीयतेः","प्रजने+वीयतेः",
"61061","2886","1667","ये च तद्धिते","ये+च+तद्धिते",
"61062","50","","अचि शीर्षः","अचि+शीर्षः",
"61063","2294","228","पद्दन्नोमास्हृन्निशसन्यूषन्दोषन्यकञ्छकन्नुदन्नासञ्छस्प्रभृतिषु","पद्‍दत्-नस्-मास्-हृत्-निश्-असन्-यूषन्-दोषन्-यकन्-शकन्-उदन्-आसन्+शस्प्रभृतिषु",
"61064","2001","2264","धात्वादेः षः सः","धात्वादेः+षः+सः",
"61071","3972","2858","ह्रस्वस्य पिति कृति तुक्","ह्रस्वस्य+पिति+कृति+तुक्",
"61072","3569","145","संहितायाम्","संहितायाम्",
"61073","1474","146","छे च","छे+च",
"61075","1884","148","दीर्घात्‌","दीर्घात्",
"61081","1226","65","क्षय्यजय्यौ शक्यार्थे","क्षय्यजय्यौ+शक्यार्थे",
"61084","878","68","एकः पूर्वपरयोः","एकः+पूर्वपरयोः",
"61089","916","73","एत्येधत्यूठ्सु","एत्येधत्यूठ्सु",
"61094","900","78","एङि पररूपम्","एङि+पररूपम्",
"61100","2186","","नित्यमाम्रेडिते डाचि","नित्यमाम्रेडिते+डाचि",
"61101","6","85","अकः सवर्णे दीर्घः","अकः+सवर्णे+दीर्घः",
"61102","2485","164","प्रथमयोः पूर्वसवर्णः","प्रथमयोः+पूर्वसवर्णः",
"61106","3105","3515","वा छन्दसि","वा+छन्दसि",
"61107","329","194","अमि पूर्वः","अमि+पूर्वः",
"61114","3930","166","हशि च","हशि+च",
"61116","411","3519","अव्यादवद्यादवक्रमुरव्रतायमवन्त्ववस्युषु च","अव्यादवद्यादवक्रमुरव्रतायमवन्त्ववस्युषु+च",
"61118","544","3521","आपोजुषाणोवृष्णोवर्षिष्ठेऽम्बेऽम्बालेऽम्बिकेपूर्वे","आपो-जुषाणो-वृष्णो-वर्षिष्ठे-अम्बे-अम्बाले+अम्बिकेपूर्वे",
"61120","202","3523","अनुदात्ते च कुधपरे","अनुदात्ते+च+कुधपरे",
"61121","380","3524","अवपथासि च","अवपथासि+च",
"61122","3677","87","सर्वत्र विभाषा गोः","सर्वत्र+विभाषा+गोः",
"61123","377","88","अवङ् स्फोटायनस्य","अवङ्+स्फोटायनस्य",
"61124","659","89","इन्द्रे च (नित्यम्)","इन्द्रे+च+(नित्यम्)",
"61125","2566","90","प्लुतप्रगृह्या अचि नित्यम्","प्लुतप्रगृह्या+अचि+नित्यम्",
"61130","677","99","ई३ चाक्रवर्मणस्य","ई३+चाक्रवर्मणस्य",
"61137","3658","2550","सम्पर्युपेभ्यः करोतौ भूषणे","सम्पर्युपेभ्यः+करोतौ+भूषणे",
"61138","3629","2551","समवाये च","समवाये+च",
"61140","1095","2539","किरतौ लवने","किरतौ+लवने",
"61143","1129","1058","कुस्तुम्बुरूणि जातिः","कुस्तुम्बुरूणि+जातिः",
"61144","279","1059","अपरस्पराः क्रियासातत्ये","अपरस्पराः+क्रियासातत्ये",
"61154","2754","1068","मस्करमस्करिणौ वेणुपरिव्राजकयोः","मस्करमस्करिणौ+वेणुपरिव्राजकयोः",
"61155","1075","1069","कास्तीराजस्तुन्दे नगरे","कास्तीराजस्तुन्दे+नगरे",
"61157","2365","1071","पारस्करप्रभृतीनि च संज्ञायाम्","पारस्करप्रभृतीनि+च+संज्ञायाम्",
"61162","1997","3671","धातोः","धातोः",
"61163","1416","3710","चितः","चितः",
"61164","1649","3711","तद्धितस्य","तद्धितस्य",
"61165","1084","3712","कितः","कितः",
"61167","1386","3682","चतुरः शसि","चतुरः+शसि",
"61171","832","3717","ऊडिदम्पदाद्यप्पुम्रैद्युभ्यः","ऊडिदम्पदाद्यप्पुम्रैद्युभ्यः",
"61176","3970","3722","ह्रस्वनुड्भ्यां मतुप्‌","ह्रस्वनुड्-भ्याम्+मतुप्",
"61179","3474","3725","षट्त्रिचतुर्भ्यो हलादिः","षट्-त्रिचतुर्भ्यः+हलादिः",
"61181","3218","3684","विभाषा भाषायाम्","विभाषा+भाषायाम्",
"61182","2023","3726","न गोश्वन्त्साववर्णराडङ्क्रुङ्कृद्भ्यः","न+गोश्वन्साववर्णराडङ्-क्रुङ्-कृद्‍भ्यः",
"61185","1731","3729","तित्स्वरितम्","तित्+स्वरितम्",
"61186","1718","3730","तास्यनुदात्तेन्ङिददुपदेशाल्लसार्वधातुकमनुदात्तमहन्विङोः","तास्यनुदात्तेन्ङिददुपदेशात्+लसार्वधातुकम्+अनुदात्तम्+अह्-न्विङोः",
"61190","201","3674","अनुदात्ते च","अनुदात्ते+च",
"61191","3688","3685","सर्वस्य सुपि","सर्वस्य+सुपि",
"61193","2998","3676","लिति","लिति",
"61195","42","3678","अचः कर्तृयकि","अचः+कर्तृयकि",
"61198","552","3653","आमन्त्रितस्य च","आमन्त्रितस्य+च",
"61199","2278","3687","पथिमथोः सर्वनामस्थाने","पथिमथोः+सर्वनामस्थाने",
"61202","1490","3690","जयः करणम्","जयः+करणम्",
"61205","2207","3693","निष्ठा च द्व्यजनात्‌","निष्ठा+च+द्व्-यच्+अनात्",
"61206","3414","3694","शुष्कधृष्टौ","शुष्कधृष्टौ",
"61207","578","3695","आशितः कर्ता","आशितः+कर्ता",
"61208","2937","3696","रिक्ते विभाषा","रिक्ते+विभाषा",
"61209","1523","3697","जुष्टार्पिते च छन्दसि","जुष्टार्पिते+च+छन्दसि",
"61212","1369","3700","ङयि च","ङयि+च",
"61215","3226","3703","विभाषा वेण्विन्धानयोः","विभाषा+वेण्विन्धानयोः",
"61216","1801","3704","त्यागरागहासकुहश्वठक्रथानाम्","त्यागरागहासकुहश्वठक्रथानाम्",
"61221","687","3707","ईवत्याः","ईवत्याः",
"61222","1431","3652","चौ","चौ",
"61223","3640","3734","समासस्य","समासस्य",
"62001","2604","3735","बहुव्रीहौ प्रकृत्या पूर्वपदम्","बहुव्रीहौ+प्रकृत्या+पूर्वपदम्",
"62002","1605","3736","तत्पुरुषे तुल्यार्थतृतीयासप्तम्युपमानाव्ययद्वितीयाकृत्याः","तत्पुरुषे+तुल्यार्थतृतीयासप्तम्युपमानाव्ययद्वितीयाकृत्याः",
"62004","1290","3738","गाधलवणयोः प्रमाणे","गाधलवणयोः+प्रमाणे",
"62006","2466","3740","प्रतिबन्धि चिरकृच्छ्रयोः","प्रतिबन्धि+चिरकृच्छ्रयोः",
"62008","2200","3742","निवाते वातत्राणे","निवाते+वातत्राणे",
"62009","3387","3743","शारदेअनार्तवे","शारदे+अनार्तवे",
"62011","3585","3745","सदृशप्रतिरूपयोः सादृश्ये","सदृशप्रतिरूपयोः+सादृश्ये",
"62012","1951","3746","द्विगौ प्रमाणे","द्विगौ+प्रमाणे",
"62014","2768","3748","मात्रोपज्ञोपक्रमच्छाये नपुंसके","मात्रोपज्ञोपक्रमच्छाये+नपुंसके",
"62016","2552","3750","प्रीतौ च","प्रीतौ+च",
"62019","2049","3753","न भूवाक्चिद्दिधिषु","न+भूवाक्-चिद्दिधिषु",
"62020","3115","3754","वा भुवनम्","वा+भुवनम्",
"62021","577","3755","आशङ्काबाधनेदीयस्सु संभावने","आशङ्काबाधनेदीयस्सु+संभावने",
"62022","2432","3756","पूर्वे भूतपूर्वे","पूर्वे+भूतपूर्वे",
"62023","3693","3757","सविधसनीडसमर्यादसवेशसदेशेषु सामीप्ये","सविधसनीडसमर्यादसवेशसदेशेषु+सामीप्ये",
"62024","3273","3758","विस्पष्टादीनि गुणवचनेषु","विस्पष्टादीनि+गुणवचनेषु",
"62025","3447","3759","श्रज्याऽवमकन्पापवत्सु भावे कर्मधारये","श्रज्याऽवमकन्पापवत्सु+भावे+कर्मधारये",
"62027","519","3761","आदिः प्रत्येनसि","आदिः+प्रत्येनसि",
"62029","601","3763","इगन्तकालकपालभगालशरावेषु द्विगौ","इगन्तकालकपालभगालशरावेषु+द्विगौ",
"62033","2314","3767","परिप्रत्युपापा वर्ज्यमानाहोरात्रावयवेषु","परिप्रत्युपापा+वर्ज्यमानाहोरात्रावयवेषु",
"62035","3507","3769","संख्या","संख्या",
"62038","2757","3772","महान् व्रीह्यपराह्णगृष्टीष्वासजाबालभारभारतहैलिहिलरौरवप्रवृद्धेषु","महान्+व्रीह्यपराह्णगृष्टीष्वासजाबालभारभारतहैलिहिलरौरवप्रवृद्धेषु",
"62040","826","3774","उष्ट्रः सादिवाम्योः","उष्ट्रः+सादिवाम्योः",
"62041","1334","3775","गौः सादसादिसारथिषु","गौः+सादसादिसारथिषु",
"62043","1390","3777","चतुर्थी तदर्थे","चतुर्थी+तदर्थे",
"62044","351","3778","अर्थे","अर्थे",
"62045","1181","3779","क्ते च","क्ते+च",
"62047","451","3781","अहीने द्वितीया","अहीने+द्वितीया",
"62048","1768","3782","तृतीया कर्मणि","तृतीया+कर्मणि",
"62053","2252","3787","न्यधी च","न्यधी+च",
"62057","967","3791","कतरकतमौ कर्मधारये","कतरकतमौ+कर्मधारये",
"62059","2922","3793","राजा च","राजा+च",
"62060","3485","3794","षष्ठी प्रत्येनसि","षष्ठी+प्रत्येनसि",
"62061","1182","3795","क्ते नित्यार्थे","क्ते+नित्यार्थे",
"62062","1341","3796","ग्रामः शिल्पिनि","ग्रामः+शिल्पिनि",
"62063","2923","3797","राजा च प्रशंसायाम्","राजा+च+प्रशंसायाम्",
"62066","2865","3800","युक्ते च","युक्ते+च",
"62069","1317","3803","गोत्रान्तेवासिमाणवब्राह्मणेषु क्षेपे","गोत्रान्तेवासिमाणवब्राह्मणेषु+क्षेपे",
"62070","36","3804","अङ्गानि मैरेये","अङ्गानि+मैरेये",
"62073","16","3807","अके जीविकाऽर्थे","अके+जीविकाऽर्थे",
"62075","84","3809","अणि नियुक्ते","अणि+नियुक्ते",
"62079","1581","3813","णिनि","णिनि",
"62086","1471","3820","छात्र्यादयः शालायाम्","छात्र्यादयः+शालायाम्",
"62091","2048","3825","न भूताधिकसंजीवमद्राश्मकज्जलम्","न+भूताधिकसंजीवमद्राश्मकज्जलम्",
"62092","235","3826","अन्तः","अन्तः",
"62097","1950","3831","द्विगौ क्रतौ","द्विगौ+क्रतौ",
"62099","2396","3833","पुरे प्राचाम्","पुरे+प्राचाम्",
"62100","344","3834","अरिष्टगौडपूर्वे च","अरिष्टगौडपूर्वे+च",
"62101","2081","3835","न हास्तिनफलकमार्देयाः","न+हास्तिनफलकमार्देयाः",
"62107","730","3841","उदराश्वेषुषु","उदराश्वेषुषु",
"62108","1241","3842","क्षेपे","क्षेपे",
"62109","2102","3843","नदी बन्धुनि","नदी+बन्धुनि",
"62111","717","3845","उत्तरपदादिः","उत्तरपदादिः",
"62120","3274","3854","वीरवीर्यौ च","वीरवीर्यौ+च",
"62124","972","3858","कन्था च","कन्था+च",
"62129","1132","3863","कूलसूदस्थलकर्षाः संज्ञायाम्","कूलसूदस्थलकर्षाः+संज्ञायाम्",
"62130","13","3864","अकर्मधारये राज्यम्","अकर्मधारये+राज्यम्",
"62135","3471","3869","षट् च काण्डादीनि","षट्+च+काण्डादीनि",
"62137","2448","3871","प्रकृत्या भगालम्","प्रकृत्या+भगालम्",
"62143","236","3877","अन्तः","अन्तः",
"62144","1819","3878","थाथघञ्क्ताजबित्रकाणाम्","थाथघञ्क्ताजबित्रकाणाम्",
"62151","2739","3885","मन्क्तिन्व्याख्यानशयनासनस्थानयाजकादिक्रीताः","मन्क्तिन्व्याख्यानशयनासनस्थानयाजकादिक्रीताः",
"62152","3614","3886","सप्तम्याः पुण्यम्","सप्तम्याः+पुण्यम्",
"62158","465","3892","आक्रोशे च","आक्रोशे+च",
"62159","3551","3893","संज्ञायाम्","संज्ञायाम्",
"62161","3205","3895","विभाषा तृन्नन्नतीक्ष्णशुचिषु","विभाषा+तृन्नन्नतीक्ष्णशुचिषु",
"62163","3518","3897","संख्यायाः स्तनः","संख्यायाः+स्तनः",
"62164","3200","3898","विभाषा छन्दसि","विभाषा+छन्दसि",
"62171","3106","3905","वा जाते","वा+जाते",
"62172","2097","3906","नञ्सुभ्याम्","नञ्सुभ्याम्",
"62173","976","3907","कपि पूर्वम्","कपि+पूर्वम्",
"62179","237","3913","अन्तः","अन्तः",
"62181","2038","3915","न निविभ्याम्","न+निविभ्याम्",
"62184","2197","3918","निरुदकादीनि च","निरुदकादीनि+च",
"63002","2264","959","पञ्चम्याः स्तोकादिभ्यः","पञ्चम्याः+स्तोकादिभ्यः",
"63004","2735","961","मनसः संज्ञायाम्","मनसः+संज्ञायाम्",
"63005","489","962","आज्ञायिनि च","आज्ञायिनि+च",
"63008","2302","965","परस्य च","परस्य+च",
"63013","2579","971","बन्धे च विभाषा","बन्धे+च+विभाषा",
"63014","1604","972","तत्पुरुषे कृति बहुलम्","तत्पुरुषे+कृति+बहुलम्",
"63017","1354","975","घकालतनेषु कालनाम्नः","घकालतनेषु+कालनाम्नः",
"63020","3839","978","स्थे च भाषायाम्","स्थे+च+भाषायाम्",
