Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
52037:2495:1838,प्रमाणे द्वयसज्दघ्नञ्मात्रचः,प्रमाणे+द्वयसज्दघ्नञ्मात्रचः,52037
52038:2394:1839,पुरुषहस्तिभ्यामण् च,पुरुषहस्तिभ्याम्+अण्+च,52038
52039:2834:1840,यद्तदेतेभ्यः परिमाणे वतुप्‌,यत्तदेतेभ्यः+परिमाणे+वतुप्,52039
52040:1091:1841,किमिदंभ्यां वो घः,किमिदम्भ्याम्+वः+घः,52040
52041:1089:1842,किमः संख्यापरिमाणे डति च,किमः+संख्यापरिमाणे+डति+च,52041
52042:3512:1843,संख्याया अवयवे तयप्‌,संख्यायाः+अवयवे+तयप्,52042
52043:1962:1844,द्वित्रिभ्यां तयस्यायज्वा,द्वित्रिभ्याम्+तयस्य+अयच्+वा,52043
52044:812:1845,उभादुदात्तो नित्यम्,उभात्+उदात्तः+नित्यम्,52044
52045:1631:1846,तदस्मिन्नधिकमिति दशान्ताड्डः,तद्+अस्मिन्+अधिकम्+इति+दशान्तात्+डः,52045
52046:3355:1847,शदन्तविंशतेश्च,शदन्तविंशतेः+च,52046
52047:3513:1848,संख्याया गुणस्य निमाने मयट्,संख्यायाः+गुणस्य+निमाने+मयट्,52047
52048:1699:1849,तस्य पूरणे डट्,तस्य+पूरणे+डट्,52048
52049:2152:1850,नान्तादसंख्याऽऽदेर्मट्,नान्तात्+असङ्‍ख्यादेः+मट्,52049
52050:1815:3497,थट् च च्छन्दसि,थट्+च+छन्दसि,52050
52051:3472:1851,षट्कतिकतिपयचतुरां थुक्,षट्कतिकतिपयचतुराम्+थुक्,52051
52052:2584:1852,बहुपूगगणसंघस्य तिथुक्,बहुपूगगणसङ्‍घस्य+तिथुक्,52052
52055:1808:1855,त्रेः सम्प्रसारणम् च,त्रेः+सम्प्रसारणम्+च,52055
52056:3153:1856,विंशत्यादिभ्यस्तमडन्यतरस्याम्,विंशत्यादिभ्यः+तमट्+अन्यतरस्याम्,52056
52057:2179:1857,नित्यं शतादिमासार्धमाससंवत्सराच्च,नित्यम्+शतादिमासार्धमाससंवत्सरात्+च,52057
52058:3481:1858,षष्ट्यादेश्चासंख्याऽऽदेः,षष्ट्‍यादेः+च+आसङ्‍ख्याऽऽदेः,52058
52059:2719:1859,मतौ च्छः सूक्तसाम्नोः,मतौ+छः+सूक्तसाम्नोः,52059
52060:161:1860,अध्यायानुवाकयोर्लुक्,अध्यायानुवाकयोः+लुक्,52060
52061:3259:1861,विमुक्तादिभ्योऽण्,विमुक्तादिभ्यः+अण्,52061
52062:1330:1862,गोषदादिभ्यो वुन्,गोषदादिभ्यः+वुन्,52062
52063:1612:1863,तत्र कुशलः पथः,तत्र+कुशलः+पथः,52063
52064:462:1864,आकर्षादिभ्यः कन्,आकर्षादिभ्यः+कन्,52064
52065:1988:1865,धनहिरण्यात्‌ कामे,धनहिरण्यात्+कामे,52065
52066:3887:1866,स्वाङ्गेभ्यः प्रसिते,स्वाङ्गेभ्यः+प्रसिते,52066
52067:729:1867,उदराट्ठगाद्यूने,उदरात्+ठक्+आद्यूने,52067
52068:3697:1868,सस्येन परिजातः,सस्येन+परिजातः,52068
52070:1663:1870,तन्त्रादचिरापहृते,तन्त्रात्+अचिरापहृते,52070
52071:2632:1871,ब्राह्मणकोष्णिके संज्ञायाम्,ब्राह्मणकोष्णिके+संज्ञायाम्,52071
52072:3405:1872,शीतोष्णाभ्यां कारिणि,शीतोष्णाभ्याम्+कारिणि,52072
52073:142:1873,अधिकम्,अधिकम्,52073
52074:187:1874,अनुकाभिकाभीकः कमिता,अनुकाभिकाभीकः+कमिता,52074
52075:2369:1875,पार्श्वेनान्विच्छति,पार्श्वेन+अन्विच्छति,52075
52076:338:1876,अयःशूलदण्डाजिनाभ्यां ठक्ठञौ,अयःशूलदण्डाजिनाभ्याम्+ठक्ठञौ,52076
52077:1715:1877,तावतिथं ग्रहणमिति लुग्वा,तावतिथम्+ग्रहणम्+इति+लुक्+वा,52077
52078:3503:1878,स एषां ग्रामणीः,सः+एषाम्+ग्रामणीः,52078
52079:3419:1879,शृङ्खलमस्य बन्धनं करभे,शृङ्‍खलम्+अस्य+बन्धनम्+करभे,52079
52081:1059:1881,कालप्रयोजनाद्रोगे,कालप्रयोजनात्+रोगे,52081
52082:1632:1882,तदस्मिन्नन्नं प्राये संज्ञायाम्‌,तत्+अस्मिन्+अन्नम्+प्राये+संज्ञायाम्,52082
52083:1124:1883,कुल्माषादञ्,कुल्माषात्+अञ्,52083
52084:3457:1884,श्रोत्रियंश्छन्दोऽधीते,श्रोत्रियन्+छन्दः+अधीते,52084
52085:3450:1885,श्राद्धमनेन भुक्तमिनिठनौ,श्राद्धम्+अनेन+भुक्तम्+इनिठनौ,52085
52087:3603:1887,सपूर्वाच्च,सपूर्वात्+च,52087
52088:666:1888,इष्टादिभ्यश्च,इष्टादिभ्यः+च,52088
52089:1448:1889,छन्दसि परिपन्थिपरिपरिणौ पर्यवस्थातरि,छन्दसि+परिपन्थिपरिपरिणौ+पर्यवस्थातरि,52089
52090:208:1890,अनुपद्यन्वेष्टा,अनुपदी+अन्वेष्टा,52090
52091:3712:1891,साक्षाद्द्रष्टरि संज्ञायाम्,साक्षात्+द्रष्टरि+संज्ञायाम्,52091
52092:1239:1892,क्षेत्रियच् परक्षेत्रे चिकित्स्यः,क्षेत्रियच्+परक्षेत्रे+चिकित्स्यः,52092
52093:658:1893,'इन्द्रियमिन्द्रलिंगमिन्द्रदृष्टमिन्द्रसृष्टमिन्द्रजुष्टम्इन्द्रदत्तमिति वा,इन्द्रियम्+इन्द्रलिङ्गम्+इन्द्रदृष्टम्+इन्द्रसृष्टम्+इन्द्रजुष्टम्+इन्द्रदत्तम्+इति+वा,52093
52094:1642:1894,तदस्यास्त्यस्मिन्निति मतुप्‌,तत्+अस्य+अस्ति+अस्मिन्+इति+मतुप्,52094
52095:2914:1895,रसादिभ्यश्च,रसादिभ्यः+च,52095
52096:2538:1903,प्राणिस्थादातो लजन्यतरस्याम्,प्राणिस्थात्+आतः+लच्+अन्यतरस्याम्,52096
52097:3736:1904,सिध्मादिभ्यश्च,सिध्मादिभ्यः+च,52097
52098:3051:1905,वत्सांसाभ्यां कामबले,वत्सांसाभ्याम्+कामबले,52098
52099:2575:1906,फेनादिलच् च,फेनात्+इलच्+च,52099
52100:3034:1907,लोमादिपामादिपिच्छादिभ्यः शनेलचः,लोमादिपामादिपिच्छादिभ्यः+शनेलचः,52100
52101:2457:1908,प्रज्ञाश्रद्धाऽर्चावृत्तिभ्यो णः,प्रज्ञाश्रद्धाऽर्चावृत्तिभ्यः+णः,52101
52102:1664:1909,तपःसहस्राभ्यां विनीनी,तपःसहस्राभ्याम्+विनीनी,52102
52103:93:1910,अण् च,अण्+च,52103
52104:3729:1911,सिकताशर्कराभ्यां च,सिकताशर्कराभ्याम्+च,52104
52105:1919:1912,देशे लुबिलचौ च,देशे+लुबिलचौ+च,52105
52106:1832:1913,दन्त उन्नत उरच्,दन्तः+उन्नतः+उरच्,52106
52107:845:1914,ऊषसुषिमुष्कमधो रः,ऊषसुषिमुष्कमधः+रः,52107
52108:1927:1915,द्युद्रुभ्यां मः,द्युद्रुभ्याम्+मः,52108
52109:1165:1916,केशाद्वोऽन्यतरस्याम्,केशात्+वः+अन्यतरस्याम्,52109
52110:1287:1917,गाण्ड्यजगात्‌ संज्ञायाम्,गाण्ड्यजगात्+संज्ञायाम्,52110
52111:1046:1918,काण्डाण्डादीरन्नीरचौ,काण्डाण्डात्+ईरन्नीरचौ,52111
52112:2903:1919,रजःकृष्यासुतिपरिषदो वलच्,रजःकृष्यासुतिपरिषदः+वलच्,52112
52113:1833:1920,दन्तशिखात्‌ संज्ञायाम्,दन्तशिखात्+संज्ञायाम्,52113
52114:1537:1921,ज्योत्स्नातमिस्राशृङ्गिणोजस्विन्नूर्जस्वलगोमिन्मलिनमलीमसाः,ज्योत्स्नातमिस्राशृङ्गिणोजस्विन्नूर्जस्वलगोमिन्मलिनमलीमसाः,52114
52116:3342:1923,व्रीह्यादिभ्यश्च,व्रीह्यादिभ्यः+च,52116
52117:1749:1924,तुन्दादिभ्य इलच् च,तुन्दादिभ्यः+इलच्+च,52117
52118:879:1925,एकगोपूर्वाट्ठञ् नित्यम्,एकगोपूर्वात्+ठञ्+नित्यम्,52118
52119:3352:1926,शतसहस्रान्ताच्च निष्कात्‌,शतसहस्रान्तात्+च+निष्कात्,52119
52120:2950:1927,रूपादाहतप्रशंसयोरप्‌,रूपात्+आहतप्रशंसयोः+यप्,52120
52121:442:1928,अस्मायामेधास्रजो विनिः,अस्मायामेधास्रजः+विनिः,52121
52125:571:1931,आलजाटचौ बहुभाषिणि,आलजाटचौ+बहुभाषिणि,52125
52127:362:1933,अर्शआदिभ्योऽच्,अर्शआदिभ्यः+अच्,52127
52128:1939:1934,द्वंद्वोपतापगर्ह्यात्‌ प्राणिस्थादिनिः,द्वन्द्वोपतापगर्ह्यात्+प्राणिस्थात्+इनिः,52128
52129:3141:1935,वातातिसाराभ्यां कुक् च,वातातिसाराभ्याम्+कुक्+च,52129
52131:3748:1937,सुखादिभ्यश्च,सुखादिभ्यः+च,52131
52132:1993:1938,धर्मशीलवर्णान्ताच्च,धर्मशीलवर्णान्तात्+च,52132
52134:3073:1940,वर्णाद्ब्रह्मचारिणि,वर्णात्+ब्रह्मचारिणि,52134
52135:2401:1941,पुष्करादिभ्यो देशे,पुष्करादिभ्यः+देशे,52135
52136:2582:1942,बलादिभ्यो मतुबन्यतरस्याम्,बलादिभ्यः+मतुप्+अन्यतरस्याम्,52136
52137:3538:1943,संज्ञायां मन्माभ्याम्.ह्,संज्ञायाम्+मन्माभ्याम्,52137
52138:952:1944,कंशंभ्यां बभयुस्तितुतयसः,कंशंभ्याम्+बभयुस्तितुतयसः,52138
52139:1750:1945,तुन्दिवलिवटेर्भः,तुन्दिवलिवटेः+भः,52139
52140:448:1946,अहंशुभमोर्युस्,अहंशुभमोः+युस्,52140
53001:2524:1947,प्राग्दिशो विभक्तिः,प्राक्+दिशः+विभक्तिः,53001
53002:1083:1948,किंसर्वनामबहुभ्योऽद्व्यादिभ्यः,किंसर्वनामबहुभ्यः+अद्‍व्यादिभ्यः,53002
53004:914:1950,एतेतौ रथोः,एतेतौ+रथोः,53004
53006:3689:1952,सर्वस्य सोऽन्यतरस्यां दि,सर्वस्य+सः+अन्यतरस्याम्+दि,53006
53007:2266:1953,पञ्चम्यास्तसिल्,पञ्चम्याः+तसिल्,53007
53009:2335:1956,पर्यभिभ्यां च,पर्यभिभ्याम्+च,53009
53010:3615:1957,सप्तम्यास्त्रल्,सप्तम्याः+त्रल्,53010
53013:3125:1961,वा ह च च्छन्दसि,वा+ह+च+च्छन्दसि,53013
53014:629:1963,इतराभ्योऽपि दृश्यन्ते,इतराभ्यः+अपि+दृश्यन्ते,53014
53015:3691:1964,सर्वैकान्यकिंयत्तदः काले दा,सर्वैकान्यकिंयत्तदः+काले+दा,53015
53017:155:1966,अधुना,अधुना,53017
53019:1643:1968,तदो दा च,तदः+दा+च,53019
53020:1671:3499,तयोर्दार्हिलौ च च्छन्दसि,तयोः+दार्हिलौ+च+च्छन्दसि,53020
53021:172:1969,अनद्यतने र्हिलन्यतरस्याम्,अनद्यतने+र्हिल्+अन्यतरस्याम्,53021
53022:3586:1970,सद्यःपरुत्परार्यैषमःपरेद्यव्यद्यपूर्वेद्युरन्येद्युरन्यतरेद्युरितरेद्युरपरेद्युरधरेद्युरुभयेद्युरुत्तरेद्युः,सद्यः+परुत्परार्यैषमः+परेद्यव्यद्यपूर्वेद्युः+अन्येद्युः+अन्यतरेद्युः+इतरेद्युः+अपरेद्युः+अधरेद्युः+उभयेद्युः+उत्तरेद्युः,53022
53023:2445:1971,प्रकारवचने थाल्,प्रकारवचने+थाल्,53023
53026:1818:3500,था हेतौ च च्छन्दसि,था+हेतौ+च+छन्दसि,53026
53027:1858:1974,दिक्‌शब्देभ्यः सप्तमीपञ्चमीप्रथमाभ्यो दिग्देशकालेष्वस्तातिः,दिक्‌शब्देभ्यः+सप्तमीपञ्चमीप्रथमाभ्यः+दिग्देशकालेषु+अस्तातिः,53027
53028:1825:1978,दक्षिणोत्तराभ्यामतसुच्,दक्षिणोत्तराभ्याम्+अतसुच्,53028
53029:3210:1979,विभाषा परावराभ्याम्,विभाषा+परावराभ्याम्,53029
53031:774:1981,उपर्युपरिष्टात्‌,उपर्युपरिष्टात्,53031
53032:2343:1982,पश्चात्‌,पश्चात्,53032
53033:2342:3501,पश्च पश्चा च च्छन्दसि,पश्च+पश्चा+च+छन्दसि,53033
53034:720:1983,उत्तराधरदक्षिणादातिः,उत्तराधरदक्षिणात्+आतिः,53034
53035:919:1984,एनबन्यतरस्यामदूरेऽपञ्चम्याः,एनप्+अन्यतरस्याम्+अदूरे+अपञ्चम्याः,53035
53036:1822:1985,दक्षिणादाच्,दक्षिणात्+आच्,53036
53037:590:1986,आहि च दूरे,आहि+च+दूरे,53037
53039:2427:1975,पूर्वाधरावराणामसि पुरधवश्चैषाम्‌,पूर्वाधरावराणाम्+असि+पुरधवः+च+एषाम्,53039
53040:435:1976,अस्ताति च,अस्ताति+च,53040
53042:3514:1988,संख्याया विधाऽर्थे धा,संख्यायाः+विधाऽर्थे+धा,53042
53043:145:1989,अधिकरणविचाले च,अधिकरणविचाले+च,53043
53044:896:1990,एकाद्धो ध्यमुञन्यारयाम्,एकात्+धः+ध्यमुञ्+अन्यारयाम्,53044
53045:1966:1991,द्वित्र्योश्च धमुञ्,द्वित्र्योः+च+धमुञ्,53045
53046:917:1992,एधाच्च,एधाच्+च,53046
53048:2413:1994,पूरणाद्भागे तीयादन्,पूरणात्+भागे+तीयात्+अन्,53048
53049:2522:1995,प्रागेकादशभ्योऽच्छन्दसि,प्राक्+एकादशभ्यः+अच्छन्दसि,53049
53050:3482:1996,षष्ठाष्टमाभ्यां ञ च,षष्ठाष्टमाभ्याम्+ञ+च,53050
53051:2771:1997,मानपश्वङ्गयोः कन्लुकौ च,मानपश्वङ्गयोः+कन्लुकौ+च,53051
53052:893:1998,एकादाकिनिच्चासहाये,एकात्+आकिनिच्+च+असहाये,53052
53053:2690:1999,भूतपूर्वे चरट्,भूतपूर्वे+चरट्,53053
53054:3492:2000,षष्ठ्या रूप्य च,षष्ठ्या+रूप्य+च,53054
53055:106:2001,अतिशायने तमबिष्ठनौ,अतिशायने+तमबिष्ठनौ,53055
53057:1969:2005,द्विवचनविभज्योपपदे तरबीयसुनौ,द्विवचनविभज्योपपदे+तरबीयसुनौ,53057
53058:63:2006,अजादी गुणवचनादेव,अजादी+गुणवचनात्+एव,53058
53060:2505:2009,प्रशस्यस्य श्रः,प्रशस्यस्य+श्रः,53060
53061:1532:2011,ज्य च,ज्य+च,53061
53062:3281:2013,वृद्धस्य च,वृद्धस्य+च,53062
53063:252:2014,अन्तिकबाढयोर्नेदसाधौ,अन्तिकबाढयोः+नेदसाधौ,53063
53064:2870:2019,युवाल्पयोः कनन्यतरस्याम्,युवाल्पयोः+कन्+अन्यतरस्याम्,53064
53066:2503:2021,प्रशंसायां रूपप्‌,प्रशंसायाम्+रूपप्,53066
53067:693:2022,ईषदसमाप्तौ कल्पब्देश्यदेशीयरः,ईषदसमाप्तौ+कल्पब्देश्यदेशीयरः,53067
53068:3234:2023,विभाषा सुपो बहुच् पुरस्तात्तु,विभाषा+सुपः+बहुच्+पुरस्तात्+तु,53068
53069:2444:2024,प्रकारवचने जातीयर्।,प्रकारवचने+जातीयर्,53069
53070:2521:2025,प्रागिवात्कः,प्राक्+इवात्+कः,53070
53071:401:2026,अव्ययसर्वनाम्नामकच् प्राक् टेः,अव्ययसर्वनाम्नाम्+अकच्+प्राक्+टेः,53071
53072:1043:2027,कस्य च दः,कस्य+च+दः,53072
53073:72:2028,अज्ञाते,अज्ञाते,53073
53074:1105:2029,कुत्सिते,कुत्सिते,53074
53075:3529:2030,संज्ञायां कन्,संज्ञायाम्+कन्,53075
53076:185:2031,अनुकम्पायाम्,अनुकम्पायाम्,53076
53077:2218:2032,नीतौ च तद्युक्तात्‌,नीतौ+च+तद्युक्तात्,53077
53078:2613:2033,बह्वचो मनुष्यनाम्नष्ठज्वा,बह्वचः+मनुष्यनाम्नः+ठच्+वा,53078
53079:1359:2034,घनिलचौ च,घनिलचौ+च,53079
53080:2535:2036,प्राचामुपादेरडज्वुचौ च,प्राचाम्+उपादेः+अडज्वुचौ+च,53080
53081:1502:2037,जातिनाम्नः कन्,जातिनाम्नः+कन्,53081
53082:68:2039,अजिनान्तस्योत्तरपदलोपश्च,अजिनान्तस्य+उत्तरपदलोपः+च,53082
53083:1567:2035,ठाजादावूर्ध्वं द्वितीयादचः,ठाजादौ+ऊर्ध्वम्+द्वितीयात्+अचः,53083
53084:3426:2038,शेवलसुपरिविशालवरुणार्यमादीनां तृतीयात्‌,शेवलसुपरिविशालवरुणार्यमादीनाम्+तृतीयात्,53084
53085:373:2040,अल्पे,अल्पे,53085
53086:3977:2041,ह्रस्वे,ह्रस्वे,53086
53087:3530:2042,संज्ञायां कन्,संज्ञायाम्+कन्,53087
53088:1100:2043,कुटीशमीशुण्डाभ्यो रः,कुटीशमीशुण्डाभ्यः+रः,53088
53089:1102:2044,कुत्वा डुपच्,कुत्वा+डुपच्,53089
53090:1074:2045,कासूगोणीभ्यां ष्टरच्,कासूगोणीभ्याम्+ष्टरच्,53090
53091:3052:2046,वत्सोक्षाश्वर्षभेभ्यश्च तनुत्वे,वत्सोक्षाश्वर्षभेभ्यः+च+तनुत्वे,53091
53092:1080:2047,किंयत्तदो निर्द्धारणे द्वयोरेकस्य डतरच्,किंयत्तदः+निर्द्धारणे+द्वयोः+एकस्य+डतरच्,53092
53093:3113:2048,वा बहूनां जातिपरिप्रश्ने डतमच्,वा+बहूनाम्+जातिपरिप्रश्ने+डतमच्,53093
53094:891:2049,एकाच्च प्राचाम्,एकात्+च+प्राचाम्,53094
53095:376:2050,अवक्षेपणे कन्,अवक्षेपणे+कन्,53095
53096:663:2051,इवे प्रतिकृतौ,इवे+प्रतिकृतौ,53096
53097:3533:2052,संज्ञायां च,संज्ञायाम्+च,53097
53099:1520:2054,जीविकाऽर्थे चापण्ये,जीविकाऽर्थे+च+अपण्ये,53099
53100:1912:2055,देवपथादिभ्यश्च,देवपथादिभ्यः+च,53100
53103:3382:2058,शाखाऽऽदिभ्यो यत्‌,शाखाऽऽदिभ्यः+यत्,53103
53104:1930:2059,द्रव्यं च भव्ये,द्रव्यम्+च+भव्ये,53104
53105:1125:2060,कुशाग्राच्छः,कुशाग्रात्+छः,53105
53106:3641:2061,समासाच्च तद्विषयात्‌,समासात्+च+तद्विषयात्,53106
53107:3372:2062,शर्कराऽऽदिभ्योऽण्,शर्कराऽऽदिभ्यः+अण्,53107
53108:39:2063,अङ्गुल्यादिभ्यष्ठक्,अङ्‍गुल्यादिभ्यः+ठक्,53108
53109:884:2064,एकशालायाष्ठजन्यतरस्याम्,एकशालायाः+ठच्+अन्यतरस्याम्,53109
53110:988:2065,कर्कलोहितादीकक्,कर्कलोहितात्+ईकक्,53110
53111:2474:3502,प्रत्नपूर्वविश्वेमात्थाल् छन्दसि,प्रत्नपूर्वविश्वेमात्+थाल्+छन्दसि,53111
53112:2404:2066,पूगाञ्ञ्योऽग्रामणीपूर्वात्‌,पूगात्+ञ्यः+अग्रामणीपूर्वात्,53112
53113:3338:1100,व्रातच्फञोरस्त्रियाम्,व्रातच्फञोः+अस्त्रियाम्,53113
53114:562:2067,आयुधजीविसंघाञ्ञ्यड्वाहीकेष्वब्राह्मणराजन्यात्‌,आयुधजीविसङ्‍घात्+ञ्यट्+वाहीकेषु+अब्राह्मणराजन्यात्,53114
53116:1848:2069,दामन्यादित्रिगर्तषष्ठाच्छः,दामन्यादित्रिगर्तषष्ठात्+छः,53116
53117:2339:2070,पर्श्वादियौधेयादिभ्यामणञौ,पर्श्वादियौधेयादिभ्याम्+अणञौ,53117
53118:306:2071,'अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणो यञ्,अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणः+यञ्,53118
54001:2356:2073,पादशतस्य संख्याऽऽदेर्वीप्सायां वुन् लोपश्च,पादशतस्य+संख्याऽऽदेः+वीप्सायाम्+वुन्+लोपः+च,54001
54002:1826:2074,दण्डव्यवसर्गयोश्च,दण्डव्यवसर्गयोः+च,54002
54003:3838:2075,स्थूलादिभ्यः प्रकारवचने कन्,स्थूलादिभ्यः+प्रकारवचने+कन्,54003
54004:170:2076,अनत्यन्तगतौ क्तात्‌,अनत्यन्तगतौ+क्तात्,54004
54005:2078:2077,न सामिवचने,न+सामिवचने,54005
54007:422:2079,अषडक्षाशितङ्ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्‌ खः,अषडक्षाशितङ्‍ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्+खः,54007
54008:3183:2080,विभाषा अञ्चेरदिक्स्त्रियाम्,विभाषा+अञ्चेः+अदिक्स्त्रियाम्,54008
54009:1507:2081,जात्यन्ताच्छ बन्धुनि,जात्यन्तात्+छ+बन्धुनि,54009
54010:3833:2082,स्थानान्ताद्विभाषा सस्थानेनेति चेत्‌,स्थानान्तात्+विभाषा+सस्थानेन्+इति+चेत्,54010
54011:1092:2004,किमेत्तिङव्ययघादाम्वद्रव्यप्रकर्षे,किमेत्तिङव्ययघात्+आमु+अद्रव्यप्रकर्षे,54011
54012:330:3503,अमु च च्छन्दसि,अमु+च+छन्दसि,54012
54013:189:2083,अनुगादिनष्ठक्,अनुगादिनः+ठक्,54013
54014:1578:3216,णचः स्त्रियामञ्,णचः+स्त्रियाम्+अञ्,54014
54017:3515:2085,संख्यायाः क्रियाऽभ्यावृत्तिगणने कृत्वसुच्,संख्यायाः+क्रियाऽभ्यावृत्तिगणने+कृत्वसुच्,54017
54018:1959:2086,द्वित्रिचतुर्भ्यः सुच्,द्वित्रिचतुर्भ्यः+सुच्,54018
54019:886:2087,एकस्य सकृच्च,एकस्य+सकृत्+च,54019
54020:3216:2088,विभाषा बहोर्धाऽविप्रकृष्टकाले,विभाषा+बहोः+धा+अविप्रकृष्टकाले,54020
54021:1608:2089,तत्प्रकृतवचने मयट्,तत्+प्रकृतवचने+मयट्,54021
54022:3655:2090,समूहवच्च बहुषु,समूहवत्+च+बहुषु,54022
54023:175:2091,अनन्तावसथेतिहभेषजाञ्ञ्यः,अनन्तावसथेतिहभेषजात्+ञ्यः,54023
54024:1911:2092,देवतान्तात्तादर्थ्ये यत्‌,देवतान्तात्+तादर्थ्ये+यत्,54024
54025:2359:2093,पादार्घाभ्यां च,पादार्घाभ्याम्+च,54025
54027:1916:2095,देवात्तल्,देवात्+तल्,54027
54028:395:2096,अवेः कः,अवेः+कः,54028
54029:2861:2097,यावादिभ्यः कन्,यावादिभ्यः+कन्,54029
54031:3074:2099,वर्णे चानित्ये,वर्णे+च+अनित्ये,54031
54032:2900:2100,रक्ते,रक्ते,54032
54034:3172:2102,विनयादिभ्यष्ठक्,विनयादिभ्यः+ठक्,54034
54035:3140:2103,वाचो व्याहृतार्थायाम्,वाचः+व्याहृतार्थायाम्,54035
54036:1653:2104,तद्युक्तात्‌ कर्मणोऽण्,तद्युक्तात्+कर्मणः+अण्,54036
54038:2456:2106,प्रज्ञादिभ्यश्च,प्रज्ञादिभ्यः+च,54038
54040:3696:2108,सस्नौ प्रशंसायाम्,सस्नौ+प्रशंसायाम्,54040
54041:3276:3504,वृकज्येष्ठाभ्यां तिल्तातिलौ च च्छन्दसि,वृकज्येष्ठाभ्याम्+तिल्तातिलौ+च+छन्दसि,54041
54042:2617:2109,बह्वल्पार्थाच्छस् कारकादन्यतरस्याम्,बह्वल्पार्थात्+शस्+कारकात्+अन्यतरस्याम्,54042
54043:3522:2110,संख्यैकवचनाच्च वीप्सायाम्,सङ्‍ख्यैकवचनात्+च+वीप्सायाम्,54043
54044:2467:2111,प्रतियोगे पञ्चम्यास्तसिः,प्रतियोगे+पञ्चम्याः+तसिः,54044
54045:289:2112,अपादाने चाहीयरुहोः,अपादाने+च+अहीयरुहोः,54045
54046:103:2113,अतिग्रहाव्यथनक्षेपेष्वकर्तरि तृतीयायाः,अतिग्रहाव्यथनक्षेपेषु+अकर्तरि+तृतीयायाः,54046
54047:3944:2114,हीयमानपापयोगाच्च,हीयमानपापयोगात्+च,54047
54048:3493:2115,षष्ठ्या व्याश्रये,षष्ठ्याः+व्याश्रये,54048
54049:2958:2116,रोगाच्चापनयने,रोगात्+च+अपनयने,54049
54050:315:2117,अभूततद्भावे कृभ्वस्तियोगे सम्पद्यकर्तरि च्विः,अभूततद्भावे+कृभ्वस्तियोगे+सम्पद्यकर्तरि+च्विः,54050
54051:346:2121,अरुर्मनश्चक्षुश्चेतोरहोरजसां लोपश्च,अरुर्मनश्चक्षुश्चेतोरहोरजसाम्+लोपः+च,54051
54052:3233:2122,विभाषा साति कार्त्स्न्ये,विभाषा+साति+कार्त्स्न्ये,54052
54053:314:2124,अभिविधौ सम्पदा च,अभिविधौ+सम्पदा+च,54053
54054:1626:2125,तदधीनवचने,तदधीनवचने,54054
54055:1907:2126,देये त्रा च,देये+त्रा+च,54055
54056:1914:2127,देवमनुष्यपुरुषमर्त्येभ्यो द्वितीयासप्तम्योर्बहुलम्,देवमनुष्यपुरुषमर्त्येभ्यः+द्वितीयासप्तम्योः+बहुलम्,54056
54057:399:2128,अव्यक्तानुकरणाद्द्व्यजवरार्धादनितौ डाच्,अव्यक्तानुकरणात्+द्‍व्यजवरार्धात्+अनितौ+डाच्,54057
54058:1137:2129,कृञो द्वितीयतृतीयशम्बबीजात्‌ कृषौ,कृञः+द्वितीयतृतीयशम्बबीजात्+कृषौ,54058
54059:3519:2130,संख्यायाश्च गुणान्तायाः,सङ्‍ख्यायाः+च+गुणान्तायाः,54059
54060:3624:2131,समयाच्च यापनायाम्,समयात्+च+यापनायाम्,54060
54061:3602:2132,सपत्त्रनिष्पत्रादतिव्यथने,सपत्रनिष्पत्रात्+अतिव्यथने,54061
54062:2204:2133,निष्कुलान्निष्कोषणे,निष्कुलात्+निष्कोषणे,54062
54063:3746:2134,सुखप्रियादानुलोम्ये,सुखप्रियात्+आनुलोम्ये,54063
54064:1889:2135,दुःखात्‌ प्रातिलोम्ये,दुःखात्+प्रातिलोम्ये,54064
54068:3642:676,समासान्ताः,समासान्ताः,54068
54070:1088:955,किमः क्षेपे,किमः+क्षेपे,54070
54071:2092:956,नञस्तत्पुरुषात्‌,नञः+तत्पुरुषात्,54071
54073:2606:851,बहुव्रीहौ संख्येये डजबहुगणात्‌,बहुव्रीहौ+संख्येये+डच्+अबहुगणात्,54073
54074:846:940,ऋक्पूरप्धूःपथामानक्षे,ऋक्पूरप्धूःपथाम्+अ+अनक्षे,54074
54075:58:943,अच्‌ प्रत्यन्ववपूर्वात्‌ सामलोम्नः,अच्+प्रत्यन्ववपूर्वात्+सामलोम्नः,54075
54076:21:944,अक्ष्णोऽदर्शनात्‌,अक्ष्णः+अदर्शनात्,54076
