"Sutra krama","Akaaraadi krama","Kaumudi krama","Sutra","PadacCheda",
"53044","896","1990","एकाद्धो ध्यमुञन्यारयाम्","एकात् धः ध्यमुञ् अन्यारयाम्",
"53045","1966","1991","द्वित्र्योश्च धमुञ्","द्वित्र्योः च धमुञ्",
"53046","917","1992","एधाच्च","एधाच् च",
"53047","2856","1993","याप्ये पाशप्‌","याप्ये पाशप्",
"53048","2413","1994","पूरणाद्भागे तीयादन्","पूरणात् भागे तीयात् अन्",
"53049","2522","1995","प्रागेकादशभ्योऽच्छन्दसि","प्राक् एकादशभ्यः अच्छन्दसि",
"53050","3482","1996","षष्ठाष्टमाभ्यां ञ च","षष्ठाष्टमाभ्याम् ञ च",
"53051","2771","1997","मानपश्वङ्गयोः कन्लुकौ च","मानपश्वङ्गयोः कन्लुकौ च",
"53052","893","1998","एकादाकिनिच्चासहाये","एकात् आकिनिच् च असहाये",
"53053","2690","1999","भूतपूर्वे चरट्","भूतपूर्वे चरट्",
"53054","3492","2000","षष्ठ्या रूप्य च","षष्ठ्या रूप्य च",
"53055","106","2001","अतिशायने तमबिष्ठनौ","अतिशायने तमबिष्ठनौ",
"53056","1723","2002","तिङश्च","तिङः च",
"53057","1969","2005","द्विवचनविभज्योपपदे तरबीयसुनौ","द्विवचनविभज्योपपदे तरबीयसुनौ",
"53058","63","2006","अजादी गुणवचनादेव","अजादी गुणवचनात् एव",
"53059","1760","2007","तुश्छन्दसि","तुः छन्दसि",
"53060","2505","2009","प्रशस्यस्य श्रः","प्रशस्यस्य श्रः",
"53061","1532","2011","ज्य च","ज्य च",
"53062","3281","2013","वृद्धस्य च","वृद्धस्य च",
"53063","252","2014","अन्तिकबाढयोर्नेदसाधौ","अन्तिकबाढयोः नेदसाधौ",
"53064","2870","2019","युवाल्पयोः कनन्यतरस्याम्","युवाल्पयोः कन् अन्यतरस्याम्",
"53065","3174","2020","विन्मतोर्लुक्","विन्मतोः लुक्",
"53066","2503","2021","प्रशंसायां रूपप्‌","प्रशंसायाम् रूपप्",
"53067","693","2022","ईषदसमाप्तौ कल्पब्देश्यदेशीयरः","ईषदसमाप्तौ कल्पब्देश्यदेशीयरः",
"53068","3234","2023","विभाषा सुपो बहुच् पुरस्तात्तु","विभाषा सुपः बहुच् पुरस्तात् तु",
"53069","2444","2024","प्रकारवचने जातीयर्।","प्रकारवचने जातीयर्",
"53070","2521","2025","प्रागिवात्कः","प्राक् इवात् कः",
"53071","401","2026","अव्ययसर्वनाम्नामकच् प्राक् टेः","अव्ययसर्वनाम्नाम् अकच् प्राक् टेः",
"53072","1043","2027","कस्य च दः","कस्य च दः",
"53073","72","2028","अज्ञाते","अज्ञाते",
"53074","1105","2029","कुत्सिते","कुत्सिते",
"53075","3529","2030","संज्ञायां कन्","संज्ञायाम् कन्",
"53076","185","2031","अनुकम्पायाम्","अनुकम्पायाम्",
"53077","2218","2032","नीतौ च तद्युक्तात्‌","नीतौ च तद्युक्तात्",
"53078","2613","2033","बह्वचो मनुष्यनाम्नष्ठज्वा","बह्वचः मनुष्यनाम्नः ठच् वा",
"53079","1359","2034","घनिलचौ च","घनिलचौ च",
"53080","2535","2036","प्राचामुपादेरडज्वुचौ च","प्राचाम् उपादेः अडज्वुचौ च",
"53081","1502","2037","जातिनाम्नः कन्","जातिनाम्नः कन्",
"53082","68","2039","अजिनान्तस्योत्तरपदलोपश्च","अजिनान्तस्य उत्तरपदलोपः च",
"53083","1567","2035","ठाजादावूर्ध्वं द्वितीयादचः","ठाजादौ ऊर्ध्वम् द्वितीयात् अचः",
"53084","3426","2038","शेवलसुपरिविशालवरुणार्यमादीनां तृतीयात्‌","शेवलसुपरिविशालवरुणार्यमादीनाम् तृतीयात्",
"53085","373","2040","अल्पे","अल्पे",
"53086","3977","2041","ह्रस्वे","ह्रस्वे",
"53087","3530","2042","संज्ञायां कन्","संज्ञायाम् कन्",
"53088","1100","2043","कुटीशमीशुण्डाभ्यो रः","कुटीशमीशुण्डाभ्यः रः",
"53089","1102","2044","कुत्वा डुपच्","कुत्वा डुपच्",
"53090","1074","2045","कासूगोणीभ्यां ष्टरच्","कासूगोणीभ्याम् ष्टरच्",
"53091","3052","2046","वत्सोक्षाश्वर्षभेभ्यश्च तनुत्वे","वत्सोक्षाश्वर्षभेभ्यः च तनुत्वे",
"53092","1080","2047","किंयत्तदो निर्द्धारणे द्वयोरेकस्य डतरच्","किंयत्तदः निर्द्धारणे द्वयोः एकस्य डतरच्",
"53093","3113","2048","वा बहूनां जातिपरिप्रश्ने डतमच्","वा बहूनाम् जातिपरिप्रश्ने डतमच्",
"53094","891","2049","एकाच्च प्राचाम्","एकात् च प्राचाम्",
"53095","376","2050","अवक्षेपणे कन्","अवक्षेपणे कन्",
"53096","663","2051","इवे प्रतिकृतौ","इवे प्रतिकृतौ",
"53097","3533","2052","संज्ञायां च","संज्ञायाम् च",
"53098","3018","2053","लुम्मनुष्ये","लुप् मनुष्ये",
"53099","1520","2054","जीविकाऽर्थे चापण्ये","जीविकाऽर्थे च अपण्ये",
"53100","1912","2055","देवपथादिभ्यश्च","देवपथादिभ्यः च",
"53101","3093","2056","वस्तेर्ढञ्","वस्तेः ढञ्",
"53102","3396","2057","शिलाया ढः","शिलायाः ढः",
"53103","3382","2058","शाखाऽऽदिभ्यो यत्‌","शाखाऽऽदिभ्यः यत्",
"53104","1930","2059","द्रव्यं च भव्ये","द्रव्यम् च भव्ये",
"53105","1125","2060","कुशाग्राच्छः","कुशाग्रात् छः",
"53106","3641","2061","समासाच्च तद्विषयात्‌","समासात् च तद्विषयात्",
"53107","3372","2062","शर्कराऽऽदिभ्योऽण्","शर्कराऽऽदिभ्यः अण्",
"53108","39","2063","अङ्गुल्यादिभ्यष्ठक्","अङ्‍गुल्यादिभ्यः ठक्",
"53109","884","2064","एकशालायाष्ठजन्यतरस्याम्","एकशालायाः ठच् अन्यतरस्याम्",
"53110","988","2065","कर्कलोहितादीकक्","कर्कलोहितात् ईकक्",
"53111","2474","3502","प्रत्नपूर्वविश्वेमात्थाल् छन्दसि","प्रत्नपूर्वविश्वेमात् थाल् छन्दसि",
"53112","2404","2066","पूगाञ्ञ्योऽग्रामणीपूर्वात्‌","पूगात् ञ्यः अग्रामणीपूर्वात्",
"53113","3338","1100","व्रातच्फञोरस्त्रियाम्","व्रातच्फञोः अस्त्रियाम्",
"53114","562","2067","आयुधजीविसंघाञ्ञ्यड्वाहीकेष्वब्राह्मणराजन्यात्‌","आयुधजीविसङ्‍घात् ञ्यट् वाहीकेषु अब्राह्मणराजन्यात्",
"53115","3277","2068","वृकाट्टेण्यण्","वृकात् टेण्यण्",
"53116","1848","2069","दामन्यादित्रिगर्तषष्ठाच्छः","दामन्यादित्रिगर्तषष्ठात् छः",
"53117","2339","2070","पर्श्वादियौधेयादिभ्यामणञौ","पर्श्वादियौधेयादिभ्याम् अणञौ",
"53118","306","2071","'अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणो यञ्","अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणः यञ्",
"53119","1555","2072","ञ्य्आदयस्तद्राजाः","ञ्यादयः तद्राजाः",
"54001","2356","2073","पादशतस्य संख्याऽऽदेर्वीप्सायां वुन् लोपश्च","पादशतस्य संख्याऽऽदेः वीप्सायाम् वुन् लोपः च",
"54002","1826","2074","दण्डव्यवसर्गयोश्च","दण्डव्यवसर्गयोः च",
"54003","3838","2075","स्थूलादिभ्यः प्रकारवचने कन्","स्थूलादिभ्यः प्रकारवचने कन्",
"54004","170","2076","अनत्यन्तगतौ क्तात्‌","अनत्यन्तगतौ क्तात्",
"54005","2078","2077","न सामिवचने","न सामिवचने",
"54006","2627","2078","बृहत्या आच्छादने","बृहत्याः आच्छादने",
"54007","422","2079","अषडक्षाशितङ्ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्‌ खः","अषडक्षाशितङ्‍ग्वलंकर्मालम्पुरुषाध्युत्तरपदात् खः",
"54008","3183","2080","विभाषा अञ्चेरदिक्स्त्रियाम्","विभाषा अञ्चेः अदिक्स्त्रियाम्",
"54009","1507","2081","जात्यन्ताच्छ बन्धुनि","जात्यन्तात् छ बन्धुनि",
"54010","3833","2082","स्थानान्ताद्विभाषा सस्थानेनेति चेत्‌","स्थानान्तात् विभाषा सस्थानेन् इति चेत्",
"54011","1092","2004","किमेत्तिङव्ययघादाम्वद्रव्यप्रकर्षे","किमेत्तिङव्ययघात् आमु अद्रव्यप्रकर्षे",
"54012","330","3503","अमु च च्छन्दसि","अमु च छन्दसि",
"54013","189","2083","अनुगादिनष्ठक्","अनुगादिनः ठक्",
"54014","1578","3216","णचः स्त्रियामञ्","णचः स्त्रियाम् अञ्",
"54015","86","3219","अणिनुणः","अण् इनुणः",
"54016","3272","2084","विसारिणो मत्स्ये","विसारिणः मत्स्ये",
"54017","3515","2085","संख्यायाः क्रियाऽभ्यावृत्तिगणने कृत्वसुच्","संख्यायाः क्रियाऽभ्यावृत्तिगणने कृत्वसुच्",
"54018","1959","2086","द्वित्रिचतुर्भ्यः सुच्","द्वित्रिचतुर्भ्यः सुच्",
"54019","886","2087","एकस्य सकृच्च","एकस्य सकृत् च",
"54020","3216","2088","विभाषा बहोर्धाऽविप्रकृष्टकाले","विभाषा बहोः धा अविप्रकृष्टकाले",
"54021","1608","2089","तत्प्रकृतवचने मयट्","तत् प्रकृतवचने मयट्",
"54022","3655","2090","समूहवच्च बहुषु","समूहवत् च बहुषु",
"54023","175","2091","अनन्तावसथेतिहभेषजाञ्ञ्यः","अनन्तावसथेतिहभेषजात् ञ्यः",
"54024","1911","2092","देवतान्तात्तादर्थ्ये यत्‌","देवतान्तात् तादर्थ्ये यत्",
"54025","2359","2093","पादार्घाभ्यां च","पादार्घाभ्याम् च",
"54026","104","2094","अतिथेर्ञ्यः","अतिथेः ञ्यः",
"54027","1916","2095","देवात्तल्","देवात् तल्",
"54028","395","2096","अवेः कः","अवेः कः",
"54029","2861","2097","यावादिभ्यः कन्","यावादिभ्यः कन्",
"54030","3036","2098","लोहितान्मणौ","लोहितात् मणौ",
"54031","3074","2099","वर्णे चानित्ये","वर्णे च अनित्ये",
"54032","2900","2100","रक्ते","रक्ते",
"54033","1064","2101","कालाच्च","कालात् च",
"54034","3172","2102","विनयादिभ्यष्ठक्","विनयादिभ्यः ठक्",
"54035","3140","2103","वाचो व्याहृतार्थायाम्","वाचः व्याहृतार्थायाम्",
"54036","1653","2104","तद्युक्तात्‌ कर्मणोऽण्","तद्युक्तात् कर्मणः अण्",
"54037","945","2105","ओषधेरजातौ","ओषधेः अजातौ",
"54038","2456","2106","प्रज्ञादिभ्यश्च","प्रज्ञादिभ्यः च",
"54039","2796","2107","मृदस्तिकन्","मृदः तिकन्",
"54040","3696","2108","सस्नौ प्रशंसायाम्","सस्नौ प्रशंसायाम्",
"54041","3276","3504","वृकज्येष्ठाभ्यां तिल्तातिलौ च च्छन्दसि","वृकज्येष्ठाभ्याम् तिल्तातिलौ च छन्दसि",
"54042","2617","2109","बह्वल्पार्थाच्छस् कारकादन्यतरस्याम्","बह्वल्पार्थात् शस् कारकात् अन्यतरस्याम्",
"54043","3522","2110","संख्यैकवचनाच्च वीप्सायाम्","सङ्‍ख्यैकवचनात् च वीप्सायाम्",
"54044","2467","2111","प्रतियोगे पञ्चम्यास्तसिः","प्रतियोगे पञ्चम्याः तसिः",
"54045","289","2112","अपादाने चाहीयरुहोः","अपादाने च अहीयरुहोः",
"54046","103","2113","अतिग्रहाव्यथनक्षेपेष्वकर्तरि तृतीयायाः","अतिग्रहाव्यथनक्षेपेषु अकर्तरि तृतीयायाः",
"54047","3944","2114","हीयमानपापयोगाच्च","हीयमानपापयोगात् च",
"54048","3493","2115","षष्ठ्या व्याश्रये","षष्ठ्याः व्याश्रये",
"54049","2958","2116","रोगाच्चापनयने","रोगात् च अपनयने",
"54050","315","2117","अभूततद्भावे कृभ्वस्तियोगे सम्पद्यकर्तरि च्विः","अभूततद्भावे कृभ्वस्तियोगे सम्पद्यकर्तरि च्विः",
"54051","346","2121","अरुर्मनश्चक्षुश्चेतोरहोरजसां लोपश्च","अरुर्मनश्चक्षुश्चेतोरहोरजसाम् लोपः च",
"54052","3233","2122","विभाषा साति कार्त्स्न्ये","विभाषा साति कार्त्स्न्ये",
"54053","314","2124","अभिविधौ सम्पदा च","अभिविधौ सम्पदा च",
"54054","1626","2125","तदधीनवचने","तदधीनवचने",
"54055","1907","2126","देये त्रा च","देये त्रा च",
"54056","1914","2127","देवमनुष्यपुरुषमर्त्येभ्यो द्वितीयासप्तम्योर्बहुलम्","देवमनुष्यपुरुषमर्त्येभ्यः द्वितीयासप्तम्योः बहुलम्",
"54057","399","2128","अव्यक्तानुकरणाद्द्व्यजवरार्धादनितौ डाच्","अव्यक्तानुकरणात् द्‍व्यजवरार्धात् अनितौ डाच्",
"54058","1137","2129","कृञो द्वितीयतृतीयशम्बबीजात्‌ कृषौ","कृञः द्वितीयतृतीयशम्बबीजात् कृषौ",
"54059","3519","2130","संख्यायाश्च गुणान्तायाः","सङ्‍ख्यायाः च गुणान्तायाः",
"54060","3624","2131","समयाच्च यापनायाम्","समयात् च यापनायाम्",
"54061","3602","2132","सपत्त्रनिष्पत्रादतिव्यथने","सपत्रनिष्पत्रात् अतिव्यथने",
"54062","2204","2133","निष्कुलान्निष्कोषणे","निष्कुलात् निष्कोषणे",
"54063","3746","2134","सुखप्रियादानुलोम्ये","सुखप्रियात् आनुलोम्ये",
"54064","1889","2135","दुःखात्‌ प्रातिलोम्ये","दुःखात् प्रातिलोम्ये",
"54065","3417","2136","शूलात्‌ पाके","शूलात् पाके",
"54066","3580","2137","सत्यादशपथे","सत्यात् अशपथे",
"54067","2724","2138","मद्रात्‌ परिवापणे","मद्रात् परिवापणे",
"54068","3642","676","समासान्ताः","समासान्ताः",
"54069","2043","954","न पूजनात्‌","न पूजनात्",
"54070","1088","955","किमः क्षेपे","किमः क्षेपे",
"54071","2092","956","नञस्तत्पुरुषात्‌","नञः तत्पुरुषात्",
"54072","2280","957","पथो विभाषा","पथः विभाषा",
"54073","2606","851","बहुव्रीहौ संख्येये डजबहुगणात्‌","बहुव्रीहौ संख्येये डच् अबहुगणात्",
"54074","846","940","ऋक्पूरप्धूःपथामानक्षे","ऋक्पूरप्धूःपथाम् अ अनक्षे",
"54075","58","943","अच्‌ प्रत्यन्ववपूर्वात्‌ सामलोम्नः","अच् प्रत्यन्ववपूर्वात् सामलोम्नः",
"54076","21","944","अक्ष्णोऽदर्शनात्‌","अक्ष्णः अदर्शनात्",
"54077","45","945","अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरत्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः","अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरत्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः",
"54078","2631","946","ब्रह्महस्तिभ्याम् वर्च्चसः","ब्रह्महस्तिभ्याम् वर्च्चसः",
"54079","385","947","अवसमन्धेभ्यस्तमसः","अवसमन्धेभ्यः तमसः",
"54080","3467","948","श्वसो वसीयःश्रेयसः","श्वसः वसीयःश्रेयसः",
"54081","268","949","अन्ववतप्ताद्रहसः","अन्ववतप्तात् रहसः",
"54082","2472","950","प्रतेरुरसः सप्तमीस्थात्‌","प्रतेः उरसः सप्तमीस्थात्",
"54083","188","951","अनुगवमायामे","अनुगवम् आयामे",
"54084","1973","952","द्विस्तावा त्रिस्तावा वेदिः","द्विस्तावा त्रिस्तावा वेदिः",
"54085","786","953","उपसर्गादध्वनः","उपसर्गात् अध्वनः",
"54086","1603","786","तत्पुरुषस्याङ्गुलेः संख्याऽव्ययादेः","तत्पुरुषस्य अङ्‍गुलेः सङ्‍ख्याऽव्ययादेः",
"54087","450","787","अहस्सर्वैकदेशसंख्यातपुण्याच्च रात्रेः","अहस्सर्वैकदेशसंख्यातपुण्यात् च रात्रेः",
"54088","456","790","अह्नोऽह्न एतेभ्यः","अह्नः अह्नः एतेभ्यः",
"54089","2074","793","न संख्याऽऽदेः समाहारे","न सङ्‍ख्याऽऽदेः समाहारे",
"54090","713","794","उत्तमैकाभ्यां च","उत्तमैकाभ्याम् च",
"54091","2924","788","राजाऽहस्सखिभ्यष्टच्‌","राजाऽहस्सखिभ्यः टच्",
"54092","1328","729","गोरतद्धितलुकि","गौः अतद्धितलुकि",
"54093","29","795","अग्राख्यायामुरसः","अग्राख्यायाम् उरसः",
"54094","230","796","अनोऽश्मायस्सरसाम् जातिसंज्ञयोः","अनः अश्मायस्सरसाम् जातिसंज्ञयोः",
"54095","1342","797","ग्रामकौटाभ्यां च तक्ष्णः","ग्रामकौटाभ्याम् च तक्ष्णः",
"54096","107","798","अतेः शुनः","अतेः शुनः",
"54097","767","799","उपमानादप्राणिषु","उपमानात् अप्राणिषु",
"54098","718","800","उत्तरमृगपूर्वाच्च सक्थ्नः","उत्तरमृगपूर्वात् च सक्थ्‍नः",
"54099","2160","801","नावो द्विगोः","नावः द्विगोः",
"54100","356","802","अर्धाच्च","अर्धात् च",
"54101","1255","803","खार्याः प्राचाम्","खार्याः प्राचाम्",
"54102","1965","804","द्वित्रिभ्यामञ्जलेः","द्वित्रिभ्याम् अञ्जलेः",
"54103","180","3505","अनसन्तान्नपुंसकाच्छन्दसि","अनसन्तात् नपुंसकात् छन्दसि",
"54104","2629","805","ब्रह्मणो जानपदाख्यायाम्","ब्रह्मणः जानपदाख्यायाम्",
"54105","1108","806","कुमहद्भ्यामन्यतरस्याम्‌","कुमहद्‍भ्याम् अन्यतरस्याम्",
"54106","1935","930","द्वंद्वाच्चुदषहान्तात् समाहारे","द्वन्द्वात् चुदषहान्तात् समाहारे",
"54107","409","677","अव्ययीभावे शरत्प्रभृतिभ्यः","अव्ययीभावे शरत्प्रभृतिभ्यः",
"54108","179","678","अनश्च","अनः च",
"54109","2117","680","नपुंसकादन्यतर्अस्याम्","नपुंसकात् अन्यतरस्याम्",
"54110","2103","681","नदीपौर्णमास्याग्रहायणीभ्यः","नदीपौर्णमास्याग्रहायणीभ्यः",
"54111","1540","682","झयः","झयः",
"54112","1292","683","गिरेश्च सेनकस्य","गिरेः च सेनकस्य",
"54113","2607","852","बहुव्रीहौ सक्थ्यक्ष्णोः स्वाङ्गात्‌ षच्","बहुव्रीहौ सक्थ्यक्ष्णोः स्वाङ्गात् षच्",
"54114","38","853","अङ्गुलेर्दारुणि","अङ्‍गुलेः दारुणि",
"54115","1964","854","द्वित्रिभ्यां ष मूर्ध्नः","द्वित्रिभ्याम् ष मूर्ध्नः",
"54116","301","832","अप् पूरणीप्रमाण्योः","अप् पूरणीप्रमाण्योः",
"54117","246","855","अन्तर्बहिर्भ्यां च लोम्नः","अन्तर्बहिर्भ्याम् च लोम्नः",
"54118","78","856","अञ्नासिकायाः संज्ञायां नसं चास्थूलात्‌","अच् नासिकायाः संज्ञायाम् नसम् च अस्थूलात्",
"54119","781","858","उपसर्गाच्च","उपसर्गात् च",
"54120","3766","860","सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः","सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः",
"54121","2096","861","नञ्दुःसुभ्यो हलिसक्थ्योरन्यतरस्याम्","नञ्दुःसुभ्यः हलिसक्थ्योः अन्यतरस्याम्",
"54122","2185","862","नित्यमसिच् प्रजामेधयोः","नित्यम् असिच् प्रजामेधयोः",
"54123","2585","3506","बहुप्रजाश्छन्दसि","बहुप्रजाः छन्दसि",
"54124","1994","863","धर्मादनिच् केवलात्‌","धर्मात् अनिच् केवलात्",
"54125","1489","864","जम्भा सुहरिततृणसोमेभ्यः","जम्भा सुहरिततृणसोमेभ्यः",
"54126","1824","865","दक्षिणेर्मा लुब्धयोगे","दक्षिणेर्मा लुब्धयोगे",
"54127","609","866","इच् कर्मव्यतिहारे","इच् कर्मव्यतिहारे",
"54128","1967","867","द्विदण्ड्यादिभ्यश्च","द्विदण्ड्यादिभ्यः च",
"54129","2509","868","प्रसम्भ्यां जानुनोर्ज्ञुः","प्रसम्भ्याम् जानुनोः ज्ञुः",
"54130","842","869","ऊर्ध्वाद्विभाषा","ऊर्ध्वाद् विभाषा",
"54131","836","483","ऊधसोऽनङ्","ऊधसः अनङ्",
"54132","1989","870","धनुषश्च","धनुषः च",
"54133","3123","871","वा संज्ञायाम्","वा संज्ञायाम्",
"54134","1512","872","जायाया निङ्","जायायाः निङ्",
"54135","1271","874","गन्धस्येदुत्पूतिसुसुरभिभ्यः","गन्धस्य इत् उत्पूतिसुसुरभिभ्यः",
"54136","371","875","अल्पाख्यायाम्","अल्पाख्यायाम्",
"54137","766","876","उपमानाच्च","उपमानात् च",
"54138","2358","877","पादस्य लोपोऽहस्त्यादिभ्यः","पादस्य लोपः अहस्त्यादिभ्यः",
"54139","1114","878","कुम्भपदीषु च","कुम्भपदीषु च",
"54140","3521","879","संख्यासुपूर्वस्य","सङ्‍ख्यासुपूर्वस्य",
"54141","3062","880","वयसि दन्तस्य दतृ","वयसि दन्तस्य दतृ",
"54142","1444","3507","छन्दसि च","छन्दसि च",
"54143","3818","881","स्त्रियां संज्ञायाम्","स्त्रियाम् संज्ञायाम्",
"54144","3228","882","विभाषा श्यावारोकाभ्याम्","विभाषा श्यावारोकाभ्याम्",
"54145","31","883","अग्रान्तशुद्धशुभ्रवृषवराहेभ्यश्च","अग्रान्तशुद्धशुभ्रवृषवराहेभ्यः च",
"54146","957","884","ककुदस्यावस्थायां लोपः","ककुदस्य अवस्थायाम् लोपः",
"54147","1805","885","त्रिककुत् पर्वते","त्रिककुत् पर्वते",
"54148","750","886","उद्विभ्यां काकुदस्य","उद्विभ्याम् काकुदस्य",
"54149","2415","887","पूर्णाद्विभाषा","पूर्णात् विभाषा",
"54150","3773","888","सुहृद्दुर्हृदौ मित्रामित्रयोः","सुहृद्दुर्हृदौ मित्रामित्रयोः",
"54151","817","889","उरःप्रभृतिभ्यः कप्‌","उरःप्रभृतिभ्यः कप्",
"54152","653","890","इनः स्त्रियाम्","इनः स्त्रियाम्",
"54153","2108","833","नद्यृतश्च","नद्यृतः च",
"54154","3429","891","शेषाद्विभाषा","शेषात् विभाषा",
"54155","2075","893","न संज्ञायाम्","न संज्ञायाम्",
"54156","686","894","ईयसश्च","ईयसः च",
"54157","3059","895","वन्दिते भ्रातुः","वन्दिते भ्रातुः",
"54158","855","3508","ऋतश्छन्दसि","ऋतः छन्दसि",
"54159","2143","896","नाडीतन्त्र्योः स्वाङ्गे","नाडीतन्त्र्योः स्वाङ्गे",
"54160","2213","897","निष्प्रवाणिश्च","निष्प्रवाणिः च",
"61001","889","2175","एकाचो द्वे प्रथमस्य","एकाचः द्वे प्रथमस्य",
"61002","64","2176","अजादेर्द्वितीयस्य","अजादेः द्वितीयस्य",
"61003","2039","2446","न न्द्राः संयोगादयः","न न्द्राः संयोगादयः",
"61004","2434","2178","पूर्वोऽभ्यासः","पूर्वः अभ्यासः",
"61005","813","426","उभे अभ्यस्तम्","उभे अभ्यस्तम्",
"61006","1476","428","जक्षित्यादयः षट्","जक्ष् इत्यादयः षट्",
"61007","1746","3509","तुजादीनां दीर्घोऽभ्यासस्य","तुजादीनाम् दीर्घः अभ्यासस्य",
"61008","2992","2177","लिटि धातोरनभ्यासस्य","लिटि धातोः अनभ्यासस्य",
"61009","3598","2395","सन्यङोः","सन्यङोः",
"61010","3461","2490","श्लौ","श्लौ",
"61011","1382","2315","चङि","चङि",
"61012","1853","3629","दाश्वान् साह्वान् मीढ्वांश्च","दाश्वान् साह्वान् मीढ्-वान् च",
"61013","3501","1003","ष्यङः सम्प्रसारणं पुत्रपत्योस्तत्पुरुषे","ष्यङः सम्प्रसारणम् पुत्रपत्योः तत्पुरुषे",
"61014","2578","1004","बन्धुनि बहुव्रीहौ","बन्धुनि बहुव्रीहौ",
"61015","3042","2409","वचिस्वपियजादीनां किति","वचिस्वपियजादीनाम् किति",
"61016","1339","2412","ग्रहिज्यावयिव्यधिवष्टिविचतिवृश्चतिपृच्छतिभृज्जतीनां ङिति च","ग्रहिज्यावयिव्यधिवष्टिविचतिवृश्चतिपृच्छतिभृज्जतीनाम् ङिति च",
"61017","2996","2408","लिट्यभ्यासस्योभयेषाम्","लिटि अभ्यासस्य उभयेषाम्",
"61018","3891","2584","स्वापेश्चङि","स्वापेः चङि",
"61019","3869","2645","स्वपिस्यमिव्येञां यङि","स्वपिस्यमिव्येञाम् यङि",
"61020","2066","2646","न वशः","न वशः",
"61021","1408","2647","चायः की","चायः की",
"61022","3848","3044","स्फायः स्फी निष्ठायाम्","स्फायः स्फी निष्ठायाम्",
"61023","3815","3033","स्त्यः प्रपूर्वस्य","स्त्यः प्रपूर्वस्य",
"61024","1929","3020","द्रवमूर्तिस्पर्शयोः श्यः","द्रवमूर्तिस्पर्शयोः श्यः",
"61025","2473","3022","प्रतेश्च","प्रतेः च",
"61026","3245","3023","विभाषाऽभ्यवपूर्वस्य","विभाषा अभ्यवपूर्वस्य",
"61027","3421","3067","शृतं पाके","शृतम् पाके",
"61028","2443","3072","प्यायः पी","प्यायः पी",
"61029","2997","2327","लिड्यङोश्च","लिड्यङोः च",
"61030","3229","2420","विभाषा श्वेः","विभाषा श्वेः",
"61031","1591","2601","णौ च संश्चङोः","णौ च संश्चङोः",
"61032","3982","2586","ह्वः सम्प्रसारणम्","ह्वः सम्प्रसारणम्",
"61033","319","2417","अभ्यस्तस्य च","अभ्यस्तस्य च",
"61034","2591","3510","बहुलं छन्दसि","बहुलम् छन्दसि",
"61035","1409","3511","चायः की","चायः की",
"61036","285","3512","अपस्पृधेथामानृचुरानृहुश्चिच्युषेतित्याजश्राताःश्रितमाशीराशीर्त्तः","अपस्पृधेथाम् आनृचुः आनृहुः चिच्युषे तित्याज श्राताः श्रितम् आशीर् आशीर्त्ताः",
"61037","2077","363","न सम्प्रसारणे सम्प्रसारणम्","न सम्प्रसारणे सम्प्रसारणम्",
"61038","2993","2413","लिटि वयो यः","लिटि वयः यः",
"61039","3086","2414","वश्चास्यान्यतरस्याम् किति","वः च अस्य अन्यतरस्याम् किति",
"61040","3303","2415","वेञः","वेञः",
"61041","3037","3339","ल्यपि च","ल्यपि च",
"61042","1533","3340","ज्यश्च","ज्यः च",
"61043","3329","3341","व्यश्च","व्यः च",
"61044","3211","3342","विभाषा परेः","विभाषा परेः",
"61045","529","2370","आदेच उपदेशेऽशिति","आत् एचः उपदेशे अशिति",
"61046","2070","2416","न व्यो लिटि","न व्यः लिटि",
"61047","3851","3185","स्फुरतिस्फुलत्योर्घञि","स्फुरतिस्फुलत्योः घञि",
"61048","1209","2600","क्रीङ्जीनां णौ","क्रीङ्जीनाम् णौ",
"61049","3737","2602","सिध्यतेरपारलौकिके","सिध्यतेः अपारलौकिके",
"61050","2784","2508","मीनातिमिनोतिदीङां ल्यपि च","मीनातिमिनोतिदीङाम् ल्यपि च",
"61051","3220","2509","विभाषा लीयतेः","विभाषा लीयतेः",
"61052","1257","3513","खिदेश्छन्दसि","खिदेः छन्दसि",
"61053","269","3375","अपगुरो णमुलि","अपगुरः णमुलि",
